spec,group,outcome,treatment,instrument,risk_control,beta,se,zstat,p_value,expected_beta,expected_se,expected_zstat,expected_p_value,n_obs,fs_beta,fs_se,fs_f,rc
math_adj_eb,all,z_year_math_max,d_math_adj_eb,z_math_adj_eb,expected_math_adj_eb,1.1971305147393,0.0967330511511217,12.3756099956889,3.54193049186791e-35,0.691620492292158,0.0840143191968978,8.23217397823888,1.83845977355146e-16,92361,0.442487468686541,0.0078346119841868,3189.82580281285,0
leng_adj_eb,all,z_year_leng_max,d_leng_adj_eb,z_leng_adj_eb,expected_leng_adj_eb,1.03056838763086,0.0976913496986914,10.549228675921,5.12158058408394e-26,0.845103774947926,0.0859547115682821,9.83196568900798,8.2002309618357e-23,93980,0.434758927836468,0.00670054037996295,4209.9540976012,0
exam_adj_eb,all,admission_exam_taker,d_exam_adj_eb,z_exam_adj_eb,expected_exam_adj_eb,0.486494315224912,0.051846394831834,9.38337789547137,6.38922957594138e-21,0.803081937433875,0.0456492079596275,17.5924615854042,2.81384500030612e-69,135844,0.423992513723073,0.0055105675781392,5920.02732947154,0
highpay_adj_eb,all,high_paying_field_m1,d_highpay_adj_eb,z_highpay_adj_eb,expected_highpay_adj_eb,0.860594740713218,0.086744440862891,9.92103623186045,3.37236614450626e-23,0.478954732351751,0.0756635606816789,6.3300580627806,2.45068961668181e-10,94487,0.474262590757946,0.00725053304071739,4278.5623663532,0
highinst_adj_eb,all,high_inst_m1,d_highinst_adj_eb,z_highinst_adj_eb,expected_highinst_adj_eb,0.66689516979293,0.119817419766893,5.56592831902396,2.6076042666955e-08,0.551654177771177,0.123766477273698,4.4572180603577,8.30301319871553e-06,94487,0.268663049145473,0.00937601669966192,821.068015051922,0
program_income_adj_eb,all,log_program_income_clp_m1,d_program_income_adj_eb,z_program_income_adj_eb,expected_program_income_adj_eb,1.05976411725328,0.131192126993739,8.07795514515789,6.58618217237568e-16,0.496156876452687,0.120770697028432,4.10825546809489,3.98658996311192e-05,94487,0.43861785935217,0.00638935057075116,4712.58489333835,0
anypost_adj_eb,all,any_postulacion,d_anypost_adj_eb,z_anypost_adj_eb,expected_anypost_adj_eb,0.583965638981312,0.0976335768966082,5.98119681305662,2.21504038439863e-09,0.593107009464703,0.0840698323803262,7.05493269906292,1.72684281093843e-12,135844,0.405124359588354,0.00623438979914366,4222.68620807284,0
