spec,outcome_group,adjustment,beta,se,p_value,n_obs,fs_beta,fs_se
progcert_unadj,Program-certified years,Unadjusted,0.298911462919799,0.115316522485449,0.00953932294781935,92982,0.349891602583527,0.0141570235397889
progcert_adj,Program-certified years,Adjusted,0.872386660870027,0.155757499909285,2.13206352236682e-08,92959,0.296840073453118,0.0228261878456939
instcert_unadj,Institution-certified years,Unadjusted,0.687906916100374,0.111816481033801,7.64604324017688e-10,92982,0.374503775680624,0.00751406083735877
instcert_adj,Institution-certified years,Adjusted,1.15310079163759,0.122874323321621,6.32805962407284e-21,92959,0.392445529801921,0.00751504146265087
