mifuturo_row_id,model_name,mifuturo_codigo,COD_INST,TIPO_INST_1,NOMB_INST,AREA_CARRERA_GENERICA,NOMB_CARRERA_TITULO,income_4th_year_raw,employment_1st_year,employment_2nd_year,institution_key,carrera_generica_key
23,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico Asistente del Educador Diferencial,Técnico de Nivel Superior en Educación Especial,,0.255,0.321,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO ASISTENTE DEL EDUCADOR DIFERENCIAL
11,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico Asistente del Educador de Párvulos,Técnico de Nivel Superior en Educación Parvularia y primer-segundo año de Educación Básica,,0.248,0.388,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO ASISTENTE DEL EDUCADOR DE PARVULOS
171,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico Jurídico,Técnico de Nivel Superior en Asistencia Jurídica,,0.25,,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO JURIDICO
37,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Administración de Empresas,Técnico de Nivel Superior en Administración de Empresas,,0.491,,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN ADMINISTRACION DE EMPRESAS
74,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,"Técnico en Deporte, Recreación y Preparación Física",Técnico de Nivel Superior en Deportes y Recreación,,0.354,0.265,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN DEPORTE RECREACION Y PREPARACION FISICA
78,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Electricidad y Electricidad Industrial,Técnico de Nivel Superior en Proyectos Eléctricos de Distribución,,0.765,0.8,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN ELECTRICIDAD Y ELECTRICIDAD INDUSTRIAL
87,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Enfermería,Técnico de Nivel Superior en Enfermería,,0.491,,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN ENFERMERIA
108,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Geología,Técnico de Nivel Superior en Geología,,0.525,,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN GEOLOGIA
119,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Logística,Técnico de Nivel Superior en Control de Gestión y Logística,,0.622,,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN LOGISTICA
157,institution_plus_carrera_generica,902,902,Centros de Formación Técnica,CFT DE LA REGION DE ARICA Y PARINACOTA,Técnico en Servicio Social,Técnico de Nivel Superior en Trabajo Social,,0.304,0.329,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA,TECNICO EN SERVICIO SOCIAL
38,institution_plus_carrera_generica,906,906,Centros de Formación Técnica,CFT DE LA REGION DE TARAPACA,Técnico en Administración de Empresas,Técnico de Nivel Superior en Administración de Empresas,,0.776,,906 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE TARAPACA,TECNICO EN ADMINISTRACION DE EMPRESAS
88,institution_plus_carrera_generica,911,911,Centros de Formación Técnica,CFT DE LA REGION DE VALPARAISO,Técnico en Enfermería,Técnico de Nivel Superior en Enfermería,,0.596,0.615,911 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE VALPARAISO,TECNICO EN ENFERMERIA
24,institution_plus_carrera_generica,914,914,Centros de Formación Técnica,CFT DE LA REGION DEL MAULE,Técnico Asistente del Educador Diferencial,Técnico de Nivel Superior en Educación Diferencial e Inclusiva,,0.406,,914 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DEL MAULE,TECNICO ASISTENTE DEL EDUCADOR DIFERENCIAL
