enrollment_measure,match_key_name,match_key,student_rows,cod_sies,matricula_titles,matricula_generic_areas,mifuturo_rows_for_key,mifuturo_rows_with_income_for_key,example_cod_sies,example_matricula_titles,mifuturo_example_titles
first_ingreso,inst_type_generic,123 || INSTITUTOS PROFESIONALES || IP DE CHILE || ADMINISTRACION GASTRONOMICA,240,2,1,1,,,I123S2C76J2V1 | I123S2C76J1V1,ADMINISTRACION GASTRONOMICA,
first_ingreso,inst_type_generic,73 || UNIVERSIDADES || UNIVERSIDAD DE ANTOFAGASTA || INGENIERIA CIVIL EN MINAS,240,3,2,1,1,0,I73S2C295J1V1 | I73S2C180J1V1 | I73S2C180J1V2,INGENIERIA CIVIL EN MINAS | INGENIERIA CIVIL EN PROCESOS MINERALES,Ingeniería Civil en Minas y en Procesos Minerales
first_ingreso,inst_type_generic,2 || UNIVERSIDADES || UNIVERSIDAD FINIS TERRAE || ODONTOLOGIA,240,1,1,1,1,1,I2S1C13J1V1,ODONTOLOGIA,Odontología
first_ingreso,inst_type_generic,76 || UNIVERSIDADES || UNIVERSIDAD DE LA FRONTERA || PEDAGOGIA EN EDUCACION FISICA,239,1,1,1,1,1,I76S1C77J1V1,"PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION","Pedagogía en Educación Física, Deportes y Recreación"
first_ingreso,inst_type_generic,93 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION || INGENIERIA CIVIL ELECTRICA,239,1,1,1,,,I93S1C201J1V1,INGENIERIA CIVIL ELECTRICA,
first_ingreso,inst_type_generic,74 || UNIVERSIDADES || UNIVERSIDAD DE LA SERENA || INGENIERIA EN MINAS,239,1,1,1,1,1,I74S1C223J1V1,INGENIERIA DE MINAS,Ingeniería de Ejecución en Minas
first_ingreso,inst_type_generic,70 || UNIVERSIDADES || UNIVERSIDAD DE CHILE || QUIMICA LICENCIADO EN QUIMICA,238,3,2,1,1,0,I70S1C175J1V1 | I70S1C175J1V2 | I70S1C79J1V1,QUIMICA | LICENCIATURA EN CIENCIAS CON MENCION EN QUIMICA,Química y Licenciatura en Ciencias mención en Química
first_ingreso,inst_type_generic,70 || UNIVERSIDADES || UNIVERSIDAD DE CHILE || INGENIERIA FORESTAL,237,1,1,1,1,1,I70S1C45J1V1,INGENIERIA FORESTAL,Ingeniería Forestal
first_ingreso,inst_type_generic,86 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE || HISTORIA,237,1,1,1,,,I86S5C70J1V1,HISTORIA,
first_ingreso,inst_type_generic,139 || INSTITUTOS PROFESIONALES || IP DR VIRGINIO GOMEZ G || INGENIERIA INDUSTRIAL,237,5,2,1,,,I139S3C49J2V1 | I139S3C49J4V1 | I139S1C49J2V1 | I139S1C198J2V1 | I139S3C198J2V1,INGENIERIA DE EJECUCION INDUSTRIAL-PE | INGENIERIA DE EJECUCION EN MANTENIMIENTO INDUSTRIAL-PE,
first_ingreso,inst_type_generic,91 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DEL NORTE || INGENIERIA CIVIL PLAN COMUN Y LICENCIATURA EN CIENCIAS DE LA INGENIERIA,236,2,2,1,1,1,I91S1C50J1V3 | I91S1C28J1V2,INGENIERIA CIVIL PLAN COMUN | INGENIERIA CIVIL,Ingeniería Civil
first_ingreso,inst_type_generic,78 || UNIVERSIDADES || UNIVERSIDAD DE TALCA || INGENIERIA CIVIL EN MINAS,236,1,1,1,1,0,I78S3C249J1V2,INGENIERIA CIVIL DE MINAS,Ingeniería Civil en Minas
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || PEDAGOGIA EN IDIOMAS,236,2,2,1,1,1,I94S1C20J1V1 | I94S1C502J1V1,PEDAGOGIA EN INGLES | PEDAGOGIA EN LENGUA Y CULTURA MAPUCHE,Pedagogía en Inglés
first_ingreso,inst_type_generic,83 || UNIVERSIDADES || UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION || KINESIOLOGIA,236,1,1,1,1,1,I83S1C23J1V1,KINESIOLOGIA,Kinesiología
first_ingreso,inst_type_generic,123 || INSTITUTOS PROFESIONALES || IP DE CHILE || TECNICO EN SONIDO,235,2,1,1,,,I123S2C34J1V1 | I123S2C34J2V1,TECNICO EN SONIDO,
first_ingreso,inst_type_generic,71 || UNIVERSIDADES || UNIVERSIDAD DE SANTIAGO DE CHILE || INGENIERIA CIVIL METALURGICA,235,1,1,1,1,1,I71S1C21J1V2,INGENIERIA CIVIL EN METALURGIA,Ingeniería Civil en Metalurgia
first_ingreso,inst_type_generic,76 || UNIVERSIDADES || UNIVERSIDAD DE LA FRONTERA || TECNOLOGIA MEDICA,235,1,1,1,1,1,I76S1C34J1V1,TECNOLOGIA MEDICA,Tecnología Médica
first_ingreso,inst_type_generic,260 || CENTROS DE FORMACION TECNICA || CFT SANTO TOMAS || OTROS TECNICOS DE ADMINISTRACION Y COMERCIO,235,2,1,1,,,I260S42C284J1V1 | I260S11C284J1V1,TECNICO EN REGISTROS E INFORMACION BIOMEDICA,
first_ingreso,inst_type_generic,93 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION || INGENIERIA CIVIL EN COMPUTACION E INFORMATICA,235,1,1,1,1,0,I93S1C8J1V1,INGENIERIA CIVIL INFORMATICA,Ingeniería Civil Informática
first_ingreso,inst_type_generic,68 || UNIVERSIDADES || UNIVERSIDAD MIGUEL DE CERVANTES || DERECHO,235,2,1,1,,,I68S1C2J1V1 | I68S1C2J2V1,DERECHO,
first_ingreso,inst_type_generic,113 || INSTITUTOS PROFESIONALES || IP IPG || TECNICO EN CONSTRUCCION Y OBRAS CIVILES,235,5,1,1,,,I113S5C203J2V1 | I113S11C203J2V1 | I113S6C203J2V1 | I113S8C203J2V1 | I113S10C203J2V1,TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION CIVIL,
first_ingreso,inst_type_generic,34 || UNIVERSIDADES || UNIVERSIDAD DE LOS ANDES || PEDAGOGIA EN EDUCACION BASICA,235,2,2,1,1,1,I34S1C398J1V1 | I34S1C5J1V2,PEDAGOGIA BASICA BILINGÜE INGLES/ESPAÑOL | PEDAGOGIA BASICA CON MENCIONES,Pedagogía Básica con menciones y Bilingúe inglés/español
first_ingreso,inst_type_generic,3 || UNIVERSIDADES || UNIVERSIDAD DIEGO PORTALES || ODONTOLOGIA,234,1,1,1,1,1,I3S1C56J1V1,ODONTOLOGIA,Odontología
first_ingreso,inst_type_generic,13 || UNIVERSIDADES || UNIVERSIDAD SANTO TOMAS || PEDAGOGIA EN EDUCACION DIFERENCIAL,234,2,1,1,1,1,I13S1C30J1V2 | I13S5C30J1V2,EDUCACION DIFERENCIAL,Educación Diferencial
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || PEDAGOGIA EN EDUCACION DE PARVULOS,234,2,1,1,1,1,I94S1C5J1V2 | I94S1C5J1V1,EDUCACION DE PARVULOS,Educación de Párvulos
first_ingreso,inst_type_generic,83 || UNIVERSIDADES || UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION || TERAPIA OCUPACIONAL,234,1,1,1,1,1,I83S1C66J1V1,TERAPIA OCUPACIONAL,Terapia Ocupacional
first_ingreso,inst_type_generic,3 || UNIVERSIDADES || UNIVERSIDAD DIEGO PORTALES || PEDAGOGIA EN EDUCACION DE PARVULOS,233,1,1,1,1,1,I3S1C58J1V1,PEDAGOGIA EN EDUCACION PARVULARIA,Pedagogía en Educación Parvularia
first_ingreso,inst_type_generic,155 || INSTITUTOS PROFESIONALES || IP LOS LEONES || INGENIERIA EN COMPUTACION E INFORMATICA,233,2,1,1,,,I155S2C105J1V1 | I155S2C105J2V1,INGENIERIA EN INFORMATICA Y CIBER SEGURIDAD,
first_ingreso,inst_type_generic,90 || UNIVERSIDADES || UNIVERSIDAD AUSTRAL DE CHILE || BIOLOGIA MARINA Y ECOLOGIA MARINA,233,1,1,1,,,I90S1C6J1V1,BIOLOGIA MARINA,
first_ingreso,inst_type_generic,218 || CENTROS DE FORMACION TECNICA || CFT DE ENAC || TECNICO EN TERAPIAS NATURALES Y NATUROPATIA,233,2,1,1,1,0,I218S1C114J2V2 | I218S1C114J1V2,TECNICO EN TERAPIAS COMPLEMENTARIAS DE SALUD,Técnico en Terapias Complementarias de Salud
first_ingreso,inst_type_generic,91 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DEL NORTE || INGENIERIA CIVIL METALURGICA,232,2,2,1,1,1,I91S1C31J1V2 | I91S1C518J1V1,INGENIERIA CIVIL METALURGICA | PLAN ESPECIAL DE INGENIERIA CIVIL METALURGICA,Ingeniería Civil Metalúrgica
first_ingreso,inst_type_generic,895 || UNIVERSIDADES || UNIVERSIDAD DE O HIGGINS || PEDAGOGIA EN EDUCACION BASICA,232,1,1,1,1,0,I895S1C6J1V1,PEDAGOGIA EN EDUCACION BASICA,Pedagogía en Educación Básica
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || PSICOLOGIA,232,2,1,1,1,1,I87S1C144J1V2 | I87S1C144J1V1,PSICOLOGIA,Psicología
first_ingreso,inst_type_generic,367 || CENTROS DE FORMACION TECNICA || CFT SAN AGUSTIN || TECNICO EN INSTRUMENTACION AUTOMATIZACION Y CONTROL INDUSTRIAL,232,4,1,1,1,1,I367S3C150J1V1 | I367S3C150J2V1 | I367S1C150J2V1 | I367S1C150J1V1,TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL,Técnico en Automatización y Control Industrial
first_ingreso,inst_type_generic,76 || UNIVERSIDADES || UNIVERSIDAD DE LA FRONTERA || MEDICINA VETERINARIA,231,1,1,1,,,I76S1C372J1V1,MEDICINA VETERINARIA,
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || KINESIOLOGIA,230,1,1,1,1,0,I94S1C172J1V1,KINESIOLOGIA,Kinesiología
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || INGENIERIA CIVIL ELECTRICA,230,1,1,1,1,1,I87S1C47J1V2,INGENIERIA CIVIL ELECTRICA,Ingeniería Civil Eléctrica
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || BIOLOGIA,230,1,1,1,,,I87S1C6J1V1,BIOLOGIA,
first_ingreso,inst_type_generic,701 || CENTROS DE FORMACION TECNICA || CFT MANPOWER || SECRETARIADO EJECUTIVO,230,4,1,1,,,I701S0C30J4V1 | I701S0C30J3V1 | I701S0C30J1V1 | I701S0C30J2V1,ASISTENTE EJECUTIVO Y DE GESTION,
first_ingreso,inst_type_generic,92 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DEL MAULE || TERAPIA OCUPACIONAL,229,1,1,1,,,I92S2C364J1V1,TERAPIA OCUPACIONAL,
first_ingreso,inst_type_generic,88 || UNIVERSIDADES || UNIVERSIDAD TECNICA FEDERICO SANTA MARIA || INGENIERIA CIVIL ELECTRONICA,229,1,1,1,1,1,I88S1C12J1V1,INGENIERIA CIVIL ELECTRONICA,Ingeniería Civil Electrónica
first_ingreso,inst_type_generic,70 || UNIVERSIDADES || UNIVERSIDAD DE CHILE || TRABAJO SOCIAL,229,1,1,1,1,0,I70S1C864J1V1,TRABAJO SOCIAL,Trabajo Social
first_ingreso,inst_type_generic,74 || UNIVERSIDADES || UNIVERSIDAD DE LA SERENA || INGENIERIA COMERCIAL,229,1,1,1,1,1,I74S1C22J1V1,INGENIERIA COMERCIAL,Ingeniería Comercial
first_ingreso,inst_type_generic,23 || UNIVERSIDADES || UNIVERSIDAD ADOLFO IBANEZ || BACHILLERATO Y O LICENCIATURA EN TECNOLOGIA,229,1,1,1,,,I23S2C353J1V1,BACHILLERATO DE INGENIERIA CIVIL,
first_ingreso,inst_type_generic,74 || UNIVERSIDADES || UNIVERSIDAD DE LA SERENA || DERECHO,229,1,1,1,,,I74S1C158J1V1,DERECHO,
first_ingreso,inst_type_generic,257 || CENTROS DE FORMACION TECNICA || CFT JUAN BOHON || TECNICO EN ELECTRICIDAD Y ELECTRICIDAD INDUSTRIAL,228,1,1,1,,,I257S1C80J2V1,ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,
first_ingreso,inst_type_generic,11 || UNIVERSIDADES || UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO || TRABAJO SOCIAL,228,3,2,1,1,1,I11S1C281J2V1 | I11S1C3J2V1 | I11S1C3J1V1,PROGRAMA ESPECIAL DE TITULACION EN TRABAJO SOCIAL | TRABAJO SOCIAL,Trabajo Social
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || PEDAGOGIA EN CIENCIAS,228,4,3,1,1,1,I87S1C245J1V1 | I87S3C109J1V1 | I87S1C244J1V1 | I87S1C109J1V1,PEDAGOGIA EN CIENCIAS NATURALES Y QUIMICA | PEDAGOGIA EN CIENCIAS NATURALES Y BIOLOGIA | PEDAGOGIA EN CIENCIAS NATURALES Y FISICA,Pedagogía en Ciencias Naturales
first_ingreso,inst_type_generic,89 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO || INGENIERIA CIVIL ELECTRONICA,228,1,1,1,1,1,I89S1C32J1V2,INGENIERIA CIVIL ELECTRONICA,Ingeniería Civil Electrónica
first_ingreso,inst_type_generic,81 || UNIVERSIDADES || UNIVERSIDAD ARTURO PRAT || TECNICO AGROPECUARIO,228,2,2,1,,,I81S3C416J2V1 | I81S5C528J2V1,TECNICO DE NIVEL SUPERIOR AGROPECUARIO | TECNICO DE NIVEL SUPERIOR AGRICOLA,
first_ingreso,inst_type_generic,902 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE ARICA Y PARINACOTA || TECNICO EN COMERCIO EXTERIOR,227,2,1,1,,,I902S1C2J2V1 | I902S1C2J1V1,TECNICO DE NIVEL SUPERIOR EN GESTION DE COMERCIO EXTERIOR,
first_ingreso,inst_type_generic,629 || CENTROS DE FORMACION TECNICA || CFT PUCV || TECNICO EN CONTABILIDAD GENERAL,227,8,2,1,1,0,I629S0C115J4V1 | I629S2C115J2V1 | I629S4C115J2V1 | I629S5C115J2V1 | I629S3C115J2V1 | I629S6C115J2V1 | I629S7C115J2V1 | I629S0C115J2V1,TECNICO DE NIVEL SUPERIOR EN CONTABILIDAD GENERAL | TECNICO EN CONTABILIDAD GENERAL,Técnico de Nivel Superior en Contabilidad General
first_ingreso,inst_type_generic,116 || INSTITUTOS PROFESIONALES || IP SANTO TOMAS || INGENIERIA EN QUIMICA,227,2,1,1,,,I116S11C149J1V1 | I116S10C149J1V1,INGENIERIA EN QUIMICA INDUSTRIAL,
first_ingreso,inst_type_generic,20 || UNIVERSIDADES || UNIVERSIDAD ANDRES BELLO || BIOQUIMICA,227,1,1,1,,,I20S1C25J1V2,BIOQUIMICA,
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || TRABAJO SOCIAL,226,1,1,1,1,0,I94S1C25J1V1,TRABAJO SOCIAL,Trabajo Social
first_ingreso,inst_type_generic,23 || UNIVERSIDADES || UNIVERSIDAD ADOLFO IBANEZ || INGENIERIA CIVIL INDUSTRIAL,225,1,1,1,1,1,I23S1C2J1V2,INGENIERIA CIVIL INDUSTRIAL,Ingeniería Civil Industrial
first_ingreso,inst_type_generic,85 || UNIVERSIDADES || UNIVERSIDAD TECNOLOGICA METROPOLITANA || CONTADOR AUDITOR,225,2,1,1,1,1,I85S3C8J1V1 | I85S3C8J1V2,CONTADOR PUBLICO AUDITOR,Contador Público Auditor
first_ingreso,inst_type_generic,111 || INSTITUTOS PROFESIONALES || IP DUOC UC || TECNICO EN GEOLOGIA,225,2,2,1,,,I111S2C420J1V1 | I111S12C420J1V1,TECNICO EN GEOLOGIA Y CONTROL EN SONDAJE | TECNICO EN GEOLOGIA,
first_ingreso,inst_type_generic,71 || UNIVERSIDADES || UNIVERSIDAD DE SANTIAGO DE CHILE || INGENIERIA EN MATEMATICA Y ESTADISTICA,224,2,2,1,1,1,I71S1C100J1V1 | I71S1C37J1V1,INGENIERIA MATEMATICA | INGENIERIA ESTADISTICA,Ingeniería en Estadística e Ingeniería en Matemática
first_ingreso,inst_type_generic,72 || UNIVERSIDADES || UNIVERSIDAD DE VALPARAISO || BIOLOGIA MARINA Y ECOLOGIA MARINA,224,1,1,1,1,0,I72S1C3J1V1,BIOLOGIA MARINA,Biología Marina
first_ingreso,inst_type_generic,1 || UNIVERSIDADES || UNIVERSIDAD GABRIELA MISTRAL || DISENO GRAFICO,224,4,4,1,,,I1S1C239J1V1 | I1S1C237J1V1 | I1S1C241J1V1 | I1S1C238J1V1,DISEÑO DE VIDEOJUEGOS | DISEÑO EN ANIMACION DIGITAL | DISEÑO EN MARKETING DIGITAL | DISEÑO EN INTERACCION DIGITAL,
first_ingreso,inst_type_generic,93 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION || CONSTRUCCION CIVIL,224,4,1,1,1,1,I93S4C111J2V2 | I93S2C111J2V2 | I93S3C111J2V1 | I93S5C111J2V2,PROGRAMA DE CONTINUIDAD DE ESTUDIOS EN CONSTRUCCION CIVIL,Construcción Civil
first_ingreso,inst_type_generic,39 || UNIVERSIDADES || UNIVERSIDAD SAN SEBASTIAN || BACHILLERATO Y O LICENCIATURA EN HUMANIDADES,224,2,1,1,,,I39S2C460J1V1 | I39S6C460J1V1,BACHILLERATO EN HUMANIDADES Y CIENCIAS SOCIALES,
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || ANTROPOLOGIA,224,1,1,1,1,1,I87S1C240J1V1,ANTROPOLOGIA,Antropología
first_ingreso,inst_type_generic,143 || INSTITUTOS PROFESIONALES || IP AIEP || OTROS TECNICOS DE ARTE Y ARQUITECTURA,223,3,1,1,,,I143S26C254J2V1 | I143S26C254J1V1 | I143S2C254J1V1,TECNICO EN ARTE Y GESTION CULTURAL,
first_ingreso,inst_type_generic,214 || CENTROS DE FORMACION TECNICA || CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE || TECNICO EN PODOLOGIA,223,8,1,1,,,I214S1C304J2V1 | I214S20C106J1V1 | I214S20C106J1V2 | I214S1C304J1V1 | I214S1C304J1V2 | I214S20C106J2V1 | I214S20C106J2V2 | I214S1C304J2V2,PODOLOGIA CLINICA,
first_ingreso,inst_type_generic,78 || UNIVERSIDADES || UNIVERSIDAD DE TALCA || INGENIERIA CIVIL ELECTRICA,223,1,1,1,,,I78S3C293J1V1,INGENIERIA CIVIL ELECTRICA,
first_ingreso,inst_type_generic,89 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO || INGENIERIA EN CONSTRUCCION,223,1,1,1,1,1,I89S1C45J1V2,INGENIERIA EN CONSTRUCCION,Ingeniería en Construcción
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || GEOLOGIA,223,1,1,1,,,I94S1C206J1V1,GEOLOGIA,
first_ingreso,inst_type_generic,895 || UNIVERSIDADES || UNIVERSIDAD DE O HIGGINS || TECNOLOGIA MEDICA,223,1,1,1,,,I895S1C47J1V1,TECNOLOGIA MEDICA,
first_ingreso,inst_type_generic,456 || CENTROS DE FORMACION TECNICA || CFT CEDUC UCN || TECNICO EN GASTRONOMIA Y COCINA,222,4,1,1,,,I456S6C75J1V1 | I456S4C75J1V1 | I456S4C75J2V1 | I456S6C75J2V1,GASTRONOMIA TERRITORIAL E INTERCULTURAL,
first_ingreso,inst_type_generic,81 || UNIVERSIDADES || UNIVERSIDAD ARTURO PRAT || TECNICO EN COMERCIO EXTERIOR,222,1,1,1,1,1,I81S1C29J2V1,TECNICO DE NIVEL SUPERIOR COMERCIO EXTERIOR,Técnico de Nivel Superior en Comercio Exterior
first_ingreso,inst_type_generic,93 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION || PEDAGOGIA EN EDUCACION BASICA,222,1,1,1,1,1,I93S1C16J1V2,PEDAGOGIA EN EDUCACION BASICA,Pedagogía en Educación Básica
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || BIOQUIMICA,222,1,1,1,1,0,I87S1C8J1V1,BIOQUIMICA,Bioquímica
first_ingreso,inst_type_generic,86 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE || INGENIERIA EN RECURSOS RENOVABLES,221,1,1,1,,,I86S5C1294J1V1,INGENIERIA EN RECURSOS NATURALES,
first_ingreso,inst_type_generic,83 || UNIVERSIDADES || UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION || PEDAGOGIA EN EDUCACION FISICA,221,2,2,1,1,1,I83S1C46J1V1 | I83S1C47J1V1,PEDAGOGIA EN EDUCACION FISICA DAMAS | PEDAGOGIA EN EDUCACION FISICA VARONES,Pedagogía en Educación Física
first_ingreso,inst_type_generic,76 || UNIVERSIDADES || UNIVERSIDAD DE LA FRONTERA || KINESIOLOGIA,221,1,1,1,1,0,I76S1C19J1V1,KINESIOLOGIA,Kinesiología
first_ingreso,inst_type_generic,3 || UNIVERSIDADES || UNIVERSIDAD DIEGO PORTALES || LICENCIATURA EN LETRAS Y LITERATURA,221,1,1,1,1,0,I3S1C54J1V1,LITERATURA CREATIVA,Literatura Creativa
first_ingreso,inst_type_generic,3 || UNIVERSIDADES || UNIVERSIDAD DIEGO PORTALES || ARTES Y LICENCIATURA EN ARTES,220,1,1,1,1,0,I3S1C126J1V2,ARTES VISUALES,Artes Visuales
first_ingreso,inst_type_generic,100 || INSTITUTOS PROFESIONALES || IP INACAP || INGENIERIA EN GEOMENSURA Y CARTOGRAFIA,220,8,2,1,,,I100S30C316J1V1 | I100S30C129J1V1 | I100S41C129J1V1 | I100S32C316J1V1 | I100S13C129J1V1 | I100S29C316J1V1 | I100S13C316J1V1 | I100S41C316J1V1,INGENIERIA EN GEOMENSURA Y GEOMATICA | INGENIERIA EN GEOMENSURA,
first_ingreso,inst_type_generic,83 || UNIVERSIDADES || UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION || TECNICO ASISTENTE DEL EDUCADOR DE PARVULOS,220,2,1,1,,,I83S1C372J2V1 | I83S2C372J2V1,TECNICO EN EDUCACION PARVULARIA,
first_ingreso,inst_type_generic,89 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO || PEDAGOGIA EN LENGUAJE COMUNICACION Y O CASTELLANO,220,2,1,1,1,1,I89S3C403J1V2 | I89S1C403J1V2,PEDAGOGIA EN CASTELLANO Y COMUNICACION,Pedagogía en Castellano
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || INGENIERIA CIVIL EN OBRAS CIVILES,220,1,1,1,1,0,I94S1C207J1V2,INGENIERIA CIVIL EN OBRAS CIVILES,Ingeniería Civil en Obras Civiles
first_ingreso,inst_type_generic,911 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE VALPARAISO || TECNICO EN TRANSPORTE MARITIMO Y PUERTOS,220,2,1,1,,,I911S2C17J1V1 | I911S2C17J2V1,GESTION EN OPERACIONES PORTUARIAS,
first_ingreso,inst_type_generic,78 || UNIVERSIDADES || UNIVERSIDAD DE TALCA || TERAPIA OCUPACIONAL,220,1,1,1,,,I78S1C369J1V1,TERAPIA OCUPACIONAL,
first_ingreso,inst_type_generic,116 || INSTITUTOS PROFESIONALES || IP SANTO TOMAS || INGENIERIA EN AUTOMATIZACION INSTRUMENTACION Y CONTROL,220,4,2,1,,,I116S10C212J2V1 | I116S2C212J2V1 | I116S10C143J2V1 | I116S2C143J2V1,INGENIERIA EN AUTOMATIZACION E INSTRUMENTACION INDUSTRIAL | INGENIERIA EN AUTOMATIZACION Y CONTROL INDUSTRIAL,
first_ingreso,inst_type_generic,84 || UNIVERSIDADES || UNIVERSIDAD DE LOS LAGOS || ARQUITECTURA,219,1,1,1,,,I84S2C2J1V2,ARQUITECTURA,
first_ingreso,inst_type_generic,87 || UNIVERSIDADES || UNIVERSIDAD DE CONCEPCION || INGENIERIA CIVIL ELECTRONICA,219,1,1,1,1,1,I87S1C48J1V2,INGENIERIA CIVIL ELECTRONICA,Ingeniería Civil Electrónica
first_ingreso,inst_type_generic,71 || UNIVERSIDADES || UNIVERSIDAD DE SANTIAGO DE CHILE || LICENCIATURA EN LETRAS Y LITERATURA,219,1,1,1,1,1,I71S1C46J1V1,LICENCIATURA EN LINGÜISTICA APLICADA A LA TRADUCCION MENCION INGLES-JAPONES O INGLES-PORTUGUES / TRADUCTOR INGLES-JAPONES O INGLES-PORTUGUES,Licenciatura en Lingúistica aplicada a la Traducción
first_ingreso,inst_type_generic,90 || UNIVERSIDADES || UNIVERSIDAD AUSTRAL DE CHILE || PEDAGOGIA EN EDUCACION FISICA,219,1,1,1,1,0,I90S1C143J1V2,PEDAGOGIA EN EDUCACION FISICA DEPORTES Y RECREACION,"Pedagogía en Educación Física, Deportes y Recreación"
first_ingreso,inst_type_generic,94 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE TEMUCO || TECNICO ASISTENTE DEL EDUCADOR DE PARVULOS,218,3,2,1,1,1,I94S1C214J1V3 | I94S1C539J1V1 | I94S1C214J2V4,TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA | TECNICO UNIVERSITARIO EN EDUCACION PARVULARIA Y NB1,Técnico Universitario en Educación Parvularia
first_ingreso,inst_type_generic,910 || CENTROS DE FORMACION TECNICA || CFT DE LA REGION DE COQUIMBO || TECNICO EN ENERGIA,218,3,1,1,,,I910S1C4J2V1 | I910S6C4J2V1 | I910S1C4J1V1,TECNICO DE NIVEL SUPERIOR EN ENERGIAS RENOVABLES Y EFICIENCIA ENERGETICA,
first_ingreso,inst_type_generic,218 || CENTROS DE FORMACION TECNICA || CFT DE ENAC || TECNICO EN ADMINISTRACION DE RECURSOS HUMANOS Y PERSONAL,218,3,1,1,1,0,I218S1C137J2V2 | I218S1C137J4V2 | I218S1C137J1V2,TECNICO EN GESTION DE RECURSOS HUMANOS,Técnico en Gestión de Recursos Humanos
first_ingreso,inst_type_generic,895 || UNIVERSIDADES || UNIVERSIDAD DE O HIGGINS || NUTRICION Y DIETETICA,218,1,1,1,,,I895S1C45J1V1,NUTRICION Y DIETETICA,
first_ingreso,inst_type_generic,106 || INSTITUTOS PROFESIONALES || IP PROVIDENCIA || TECNICO EN ANALISIS DE DATOS,218,2,1,1,,,I106S6C335J4V2 | I106S6C335J4V1,TECNICO DE NIVEL SUPERIOR EN CIENCIA DE DATOS,
first_ingreso,inst_type_generic,93 || UNIVERSIDADES || UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION || PEDAGOGIA EN EDUCACION FISICA,218,1,1,1,1,1,I93S1C209J1V1,PEDAGOGIA EN EDUCACION FISICA,Pedagogía en Educación Física
first_ingreso,inst_type_generic,89 || UNIVERSIDADES || PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO || INGENIERIA CIVIL BIOQUIMICA,218,1,1,1,1,1,I89S1C30J1V2,INGENIERIA CIVIL BIOQUIMICA,Ingeniería Civil Bioquímica
first_ingreso,inst_type_generic,69 || UNIVERSIDADES || UNIVERSIDAD ALBERTO HURTADO || PERIODISMO,218,1,1,1,1,0,I69S1C5J1V2,PERIODISMO,Periodismo
