model_name,outcome,n_total_rows,n_observed_income,n_missing_income,n_institutions_observed,n_carreras_observed,n_missing_level_supported,n_missing_nonestimable,n_missing_predicted,n_missing_unsupported,share_missing_predicted,r_squared_in_sample,adj_r_squared_in_sample,rmse_log_in_sample,mae_log_in_sample,rmse_clp_from_log_in_sample,mae_clp_from_log_in_sample,smear_factor,n_model_coefficients,n_model_rank
institution_plus_carrera_generica,log_income_4th_year_mid_clp,1690,1135,555,92,156,454,5,449,101,0.809009009009009,0.951139645623196,0.937744222625511,0.0804375688242717,0.0589011571110286,158262.654809243,95473.5396102922,1.00323516635131,247,245
