school_rbd,area_income_va,program_income_full_va,institution_income_va,math_va,area_income_n,program_income_full_n,institution_income_n,math_n,complete_decomposition_input,decomposition_order,program_income_full_component_math_va,program_income_full_component_institution_income_va,program_income_full_component_area_income_va,program_income_full_component_residual_va,program_income_full_component_sum_va,reconstruction_error
342,0.0579570339788164,0.084400023636696,0.095066480626569,0.142083274151724,422,422,422,420,TRUE,math_area_institution,0.0174038534187663,0.0193036070502392,0.0536353215901338,-0.00594284506511628,0.084399936994023,1.38777878078145e-17
344,0.0262470539049591,0.0532554521749852,0.0719059095668198,-0.0438658583045883,246,246,246,244,TRUE,math_area_institution,-0.00513691595371794,0.0210048966549725,0.0336044610881131,0.00378292374294459,0.0532553655323123,0
350,0.0020923943250082,0.0176386715485617,0.0518754511102577,-0.111632704121906,210,210,210,207,TRUE,math_area_institution,-0.0133516186656423,0.0209010974760349,0.0119387464934633,-0.00184964039796709,0.0176385849058887,0
355,-0.0143029874981935,-0.015462373629866,-0.007798402075576,0.0904662254292646,13,13,13,12,TRUE,math_area_institution,0.0111468304600032,0.000793677791634146,-0.0242849233032753,-0.00311804522090091,-0.015462460272539,0
356,0.0422788391053221,0.0745797453954559,0.0817788426434843,-0.198494197872243,270,270,270,268,TRUE,math_area_institution,-0.0238809761953734,0.0208766337789376,0.0652963521201754,0.0122876490490434,0.0745796587527829,0
357,0.0806686911728879,0.136308191901985,0.101835943890371,0.226167680776888,241,241,241,241,TRUE,math_area_institution,0.0275965722151571,0.0144189907853079,0.0722403622161385,0.0220521800427085,0.136308105259312,0
358,0.0653419680302496,0.0996707233998526,0.0700395704791719,-0.0618334345308803,92,92,92,91,TRUE,math_area_institution,-0.00731494704506779,0.00811209472342306,0.079742167386751,0.0191313216920733,0.0996706367571796,0
361,0.0983424363954186,0.172969763325615,0.117252615965922,0.802201469249807,200,200,200,200,TRUE,math_area_institution,0.0974234361817155,0.0116848959277931,0.0424334513838043,0.0214278931896292,0.172969676682942,-2.77555756156289e-17
364,0.0386004632891908,0.073487982269972,0.0743957178621551,0.012406792801931,117,117,117,116,TRUE,math_area_institution,0.00168445951501856,0.0178052057072875,0.0428102862950613,0.0111879441099316,0.073487895627299,0
365,0.0418089683580911,0.0683080002502982,0.0707588427496196,-0.186921450162653,236,236,236,235,TRUE,math_area_institution,-0.0224781267511089,0.0165145256176509,0.063756848633931,0.0105146661071522,0.0683079136076253,0
