school_rbd,analysis_sample,outcome,n_students_regression,n_total,controlled_value_added,controlled_value_added_centered_student,controlled_value_added_se,controlled_value_added_resid_sd,controlled_value_added_se_method,eb_tau2,eb_tau,eb_reliability,eb_method,controlled_value_added_eb,controlled_value_added_eb_centered_student
286,All,log_program_income_area_clp_m1,171,565432,0.031541191,0.035868257,0.036376946,0.41544408,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.691232248793028,stata_normal_normal_weighted_by_n_students_regression,0.0247932961609386,0.0267278697285735
287,All,log_program_income_area_clp_m1,598,565432,0.011278006,0.015605072,0.023799775,0.41543022,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.839485463414027,stata_normal_normal_weighted_by_n_students_regression,0.0131002307391956,0.0150348043068305
304,All,log_program_income_area_clp_m1,380,565432,0.10159883,0.1059259,0.042059291,0.44490695,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.626117455348436,stata_normal_normal_weighted_by_n_students_regression,0.0663220520262045,0.0682566255938395
320,All,log_program_income_area_clp_m1,94,565432,0.064247027,0.068574093,0.052891396,0.43017763,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.514314977271252,stata_normal_normal_weighted_by_n_students_regression,0.0352686832563435,0.0372032568239784
329,All,log_program_income_area_clp_m1,89,565432,0.12443093,0.128758,0.067254521,0.47033378,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.395748506765847,stata_normal_normal_weighted_by_n_students_regression,0.0509557856155544,0.0528903591831893
335,All,log_program_income_area_clp_m1,66,565432,-0.025283286,-0.02095622,0.073044993,0.42561418,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.357003368612102,stata_normal_normal_weighted_by_n_students_regression,-0.0074814411332338,-0.0055468675655989
336,All,log_program_income_area_clp_m1,328,565432,-0.012497825,-0.0081707584,0.033304542,0.42212787,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.727578090737439,stata_normal_normal_weighted_by_n_students_regression,-0.0059448647616717,-0.0040102911940367
337,All,log_program_income_area_clp_m1,230,565432,0.14308731,0.14741437,0.052018337,0.42927849,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.522625622473232,stata_normal_normal_weighted_by_n_students_regression,0.0770425276274225,0.0789771011950574
341,All,log_program_income_area_clp_m1,243,565432,0.021623129,0.025950195,0.041222777,0.42827266,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.63547439944146,stata_normal_normal_weighted_by_n_students_regression,0.0164906847745823,0.0184252583422172
342,All,log_program_income_area_clp_m1,422,565432,0.070714518,0.075041585,0.031712934,0.45192212,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.746552203585056,stata_normal_normal_weighted_by_n_students_regression,0.0560224604111814,0.0579570339788164
344,All,log_program_income_area_clp_m1,246,565432,0.035980221,0.040307287,0.044146586,0.43372148,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.603178284799166,stata_normal_normal_weighted_by_n_students_regression,0.0243124803373242,0.0262470539049591
350,All,log_program_income_area_clp_m1,210,565432,-0.0040382054,0.00028886076,0.049595494,0.42581978,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.546355735384247,stata_normal_normal_weighted_by_n_students_regression,0.0001578207573732,0.0020923943250082
355,All,log_program_income_area_clp_m1,13,565432,-0.10159296,-0.097265892,0.12158509,0.41138902,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.166939929566016,stata_normal_normal_weighted_by_n_students_regression,-0.0162375610658284,-0.0143029874981935
356,All,log_program_income_area_clp_m1,270,565432,0.087282322,0.091609389,0.061353926,0.43119091,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.440394441288905,stata_normal_normal_weighted_by_n_students_regression,0.0403442655376872,0.0422788391053221
357,All,log_program_income_area_clp_m1,241,565432,0.15705608,0.16138315,0.055764738,0.44988826,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.487870738646065,stata_normal_normal_weighted_by_n_students_regression,0.078734117605253,0.0806686911728879
358,All,log_program_income_area_clp_m1,92,565432,0.12923828,0.13356534,0.057252008,0.4202573,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.47472941789811,stata_normal_normal_weighted_by_n_students_regression,0.0634073944626146,0.0653419680302496
361,All,log_program_income_area_clp_m1,200,565432,0.19673957,0.20106663,0.056709241,0.40494698,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.479482168219463,stata_normal_normal_weighted_by_n_students_regression,0.0964078628277837,0.0983424363954186
364,All,log_program_income_area_clp_m1,117,565432,0.06585221,0.070179269,0.052035563,0.44484806,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.522460412646784,stata_normal_normal_weighted_by_n_students_regression,0.0366658897215559,0.0386004632891908
365,All,log_program_income_area_clp_m1,236,565432,0.060068611,0.064395674,0.042682197,0.45382655,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.619209219434567,stata_normal_normal_weighted_by_n_students_regression,0.0398743947904562,0.0418089683580911
366,All,log_program_income_area_clp_m1,224,565432,0.17413056,0.17845763,0.042725403,0.3788428,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.618731981231573,stata_normal_normal_weighted_by_n_students_regression,0.110417444644527,0.112352018212162
367,All,log_program_income_area_clp_m1,285,565432,0.020640047,0.024967112,0.050144114,0.46363705,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.540897091695699,stata_normal_normal_weighted_by_n_students_regression,0.0135046381049144,0.0154392116725494
371,All,log_program_income_area_clp_m1,4,565432,0.056581404,0.06090847,0.24812092,0.50819856,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.0459099807644471,stata_normal_normal_weighted_by_n_students_regression,0.0027963067559811,0.0047308803236161
372,All,log_program_income_area_clp_m1,182,565432,-0.11792062,-0.11359356,0.073318198,0.42307615,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.355291251915919,stata_normal_normal_weighted_by_n_students_regression,-0.040358796678328,-0.0384242231106931
373,All,log_program_income_area_clp_m1,287,565432,-0.051073719,-0.046746653,0.062039841,0.41789705,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.434922108036895,stata_normal_normal_weighted_by_n_students_regression,-0.0203311526477092,-0.0183965790800743
379,All,log_program_income_area_clp_m1,376,565432,-0.052395605,-0.048068538,0.054590687,0.41548952,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.498507582624534,stata_normal_normal_weighted_by_n_students_regression,-0.0239625308028595,-0.0220279572352246
384,All,log_program_income_area_clp_m1,291,565432,0.0276943,0.032021366,0.057504945,0.41805199,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.472531446402614,stata_normal_normal_weighted_by_n_students_regression,0.0151311024509678,0.0170656760186027
392,All,log_program_income_area_clp_m1,220,565432,0.038315907,0.042642973,0.052157722,0.42966551,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.521290223119824,stata_normal_normal_weighted_by_n_students_regression,0.0222293651271903,0.0241639386948252
396,All,log_program_income_area_clp_m1,286,565432,0.0053325994,0.0096596656,0.033237845,0.43322951,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.728372047642756,stata_normal_normal_weighted_by_n_students_regression,0.0070358304553002,0.0089704040229351
397,All,log_program_income_area_clp_m1,2,565432,-0.6980983,-0.69377124,0.30322635,0.17232673,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.0312132387062402,stata_normal_normal_weighted_by_n_students_regression,-0.0216548473614125,-0.0197202737937776
399,All,log_program_income_area_clp_m1,238,565432,0.1156129,0.11993997,0.035337772,0.39675036,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.70346483264445,stata_normal_normal_weighted_by_n_students_regression,0.0843735495268117,0.0863081230944466
400,All,log_program_income_area_clp_m1,440,565432,-0.017867392,-0.013540326,0.038134869,0.42336485,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.670732252677926,stata_normal_normal_weighted_by_n_students_regression,-0.0090819331302669,-0.007147359562632
415,All,log_program_income_area_clp_m1,278,565432,-0.026985241,-0.022658175,0.05099266,0.42403826,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.532552267896574,stata_normal_normal_weighted_by_n_students_regression,-0.0120666623793271,-0.0101320888116922
419,All,log_program_income_area_clp_m1,1,565432,0.10708062,0.11140768,0.43689048,,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.0152830753239104,stata_normal_normal_weighted_by_n_students_regression,0.0017026520580313,0.0036372256256662
420,All,log_program_income_area_clp_m1,123,565432,0.083289415,0.087616481,0.047243945,0.41304347,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.570308004573465,stata_normal_normal_weighted_by_n_students_regression,0.0499683804075923,0.0519029539752273
429,All,log_program_income_area_clp_m1,502,565432,0.096415639,0.10074271,0.039140366,0.4410986,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.659136444126001,stata_normal_normal_weighted_by_n_students_regression,0.0664031884749775,0.0683377620426124
430,All,log_program_income_area_clp_m1,146,565432,0.018124148,0.022451213,0.048500169,0.42100301,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.55740139737332,stata_normal_normal_weighted_by_n_students_regression,0.0125143373184789,0.0144489108861138
431,All,log_program_income_area_clp_m1,173,565432,0.016504845,0.020831909,0.040854655,0.40218019,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.639620035252272,stata_normal_normal_weighted_by_n_students_regression,0.0133245064097204,0.0152590799773553
433,All,log_program_income_area_clp_m1,257,565432,0.097864404,0.10219147,0.050492574,0.45375299,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.537455795512852,stata_normal_normal_weighted_by_n_students_regression,0.0549233981334291,0.0568579717010641
437,All,log_program_income_area_clp_m1,886,565432,0.12450901,0.12883608,0.024463572,0.45543361,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.831932642647132,stata_normal_normal_weighted_by_n_students_regression,0.107182940871903,0.109117514439538
438,All,log_program_income_area_clp_m1,173,565432,-0.015198118,-0.010871052,0.052222192,0.46670416,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.520673664420091,stata_normal_normal_weighted_by_n_students_regression,-0.0056602703542411,-0.0037256967866062
440,All,log_program_income_area_clp_m1,249,565432,-0.040229648,-0.035902582,0.052878909,0.40718651,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.514432939048625,stata_normal_normal_weighted_by_n_students_regression,-0.0184694708052608,-0.0165348972376259
441,All,log_program_income_area_clp_m1,8,565432,0.27828529,0.28261235,0.1723602,0.47488037,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.0906754033753016,stata_normal_normal_weighted_by_n_students_regression,0.0256259892115563,0.0275605627791912
448,All,log_program_income_area_clp_m1,505,565432,-0.039310154,-0.034983087,0.036304355,0.40465936,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.692084257338476,stata_normal_normal_weighted_by_n_students_regression,-0.0242112439968526,-0.0222766704292177
449,All,log_program_income_area_clp_m1,262,565432,0.04296428,0.047291346,0.041068092,0.41645625,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.637214360741387,stata_normal_normal_weighted_by_n_students_regression,0.0301347247639481,0.032069298331583
478,All,log_program_income_area_clp_m1,312,565432,-0.067553446,-0.063226379,0.069910832,0.39047265,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.377379874779297,stata_normal_normal_weighted_by_n_students_regression,-0.0238603631246143,-0.0219257895569794
479,All,log_program_income_area_clp_m1,450,565432,-0.043280486,-0.03895342,0.038351905,0.40580213,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.66822070433053,stata_normal_normal_weighted_by_n_students_regression,-0.026029481578511,-0.0240949080108761
486,All,log_program_income_area_clp_m1,203,565432,0.021555295,0.025882361,0.052123666,0.38326624,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.521616205613729,stata_normal_normal_weighted_by_n_students_regression,0.0135006592034659,0.0154352327711008
516,All,log_program_income_area_clp_m1,195,565432,-0.059523858,-0.055196792,0.033728257,0.41723919,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.72253779104209,stata_normal_normal_weighted_by_n_students_regression,-0.0398817680665659,-0.037947194498931
517,All,log_program_income_area_clp_m1,523,565432,0.010867504,0.01519457,0.025196023,0.3967379,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.82352062306266,stata_normal_normal_weighted_by_n_students_regression,0.0125130415287008,0.0144476150963357
518,All,log_program_income_area_clp_m1,133,565432,-0.016105894,-0.011778828,0.039372548,0.4394522,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.656473766086607,stata_normal_normal_weighted_by_n_students_regression,-0.0077324913973307,-0.0057979178296958
521,All,log_program_income_area_clp_m1,49,565432,0.098091565,0.10241863,0.075658523,0.41761228,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.341030965522894,stata_normal_normal_weighted_by_n_students_regression,0.0349279247636354,0.0368624983312704
526,All,log_program_income_area_clp_m1,114,565432,0.035467677,0.039794743,0.060014956,0.39742941,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.451297244131846,stata_normal_normal_weighted_by_n_students_regression,0.0179592579065922,0.0198938314742271
530,All,log_program_income_area_clp_m1,140,565432,-0.073714472,-0.069387406,0.041563496,0.42395991,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.631652439623873,stata_normal_normal_weighted_by_n_students_regression,-0.0438287243274213,-0.0418941507597864
531,All,log_program_income_area_clp_m1,62,565432,0.14010186,0.14442894,0.072053447,0.38524163,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.36330236652995,stata_normal_normal_weighted_by_n_students_regression,0.0524713752360482,0.0544059488036831
532,All,log_program_income_area_clp_m1,9,565432,0.1164507,0.12077777,0.14834352,0.3059833,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.118647119132482,stata_normal_normal_weighted_by_n_students_regression,0.0143299346215039,0.0162645081891388
535,All,log_program_income_area_clp_m1,80,565432,0.01462511,0.018952176,0.060714897,0.42902678,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.445561340972839,stata_normal_normal_weighted_by_n_students_regression,0.0084443569742405,0.0103789305418754
565,All,log_program_income_area_clp_m1,226,565432,0.016102627,0.020429693,0.043709885,0.46248496,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.607927378140045,stata_normal_normal_weighted_by_n_students_regression,0.0124197698234557,0.0143543433910906
567,All,log_program_income_area_clp_m1,270,565432,0.15429701,0.15862408,0.056280099,0.36753449,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.483274977565398,stata_normal_normal_weighted_by_n_students_regression,0.0766590500886244,0.0785936236562594
568,All,log_program_income_area_clp_m1,156,565432,-0.057748429,-0.053421363,0.070515729,0.40230763,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.373339981073193,stata_normal_normal_weighted_by_n_students_regression,-0.0199443307021069,-0.018009757134472
570,All,log_program_income_area_clp_m1,157,565432,0.22383484,0.2281619,0.073148727,0.42738363,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.35635210205449,stata_normal_normal_weighted_by_n_students_regression,0.0813059731518178,0.0832405467194527
573,All,log_program_income_area_clp_m1,263,565432,0.036361124,0.040688191,0.038018931,0.41576719,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.672075766394422,stata_normal_normal_weighted_by_n_students_regression,0.0273455469061345,0.0292801204737694
574,All,log_program_income_area_clp_m1,372,565432,-0.0072885724,-0.0029615061,0.035625122,0.41695711,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.700074944762971,stata_normal_normal_weighted_by_n_students_regression,-0.0020732762268088,-0.0001387026591738
575,All,log_program_income_area_clp_m1,369,565432,-0.011335713,-0.0070086466,0.028732093,0.40235502,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.782062693888398,stata_normal_normal_weighted_by_n_students_regression,-0.0054812010393323,-0.0035466274716974
578,All,log_program_income_area_clp_m1,66,565432,-0.07228779,-0.067960724,0.054246247,0.45835295,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.501672320156937,stata_normal_normal_weighted_by_n_students_regression,-0.0340940141770657,-0.0321594406094308
579,All,log_program_income_area_clp_m1,422,565432,0.11348293,0.11781,0.035553578,0.41273111,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.700918458192779,stata_normal_normal_weighted_by_n_students_regression,0.082575200779787,0.0845097743474219
580,All,log_program_income_area_clp_m1,413,565432,0.14481622,0.14914329,0.036118861,0.42847189,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.694263195041335,stata_normal_normal_weighted_by_n_students_regression,0.103544699482201,0.105479273049836
581,All,log_program_income_area_clp_m1,150,565432,-0.10191654,-0.097589478,0.063015819,0.42044488,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.427265992023078,stata_normal_normal_weighted_by_n_students_regression,-0.0416966650509352,-0.0397620914833003
582,All,log_program_income_area_clp_m1,197,565432,0.045942053,0.050269119,0.039796159,0.41079584,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.651630988129889,stata_normal_normal_weighted_by_n_students_regression,0.0327569159945327,0.0346914895621676
583,All,log_program_income_area_clp_m1,251,565432,0.013699035,0.0180261,0.054205596,0.45010921,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.502047139100918,stata_normal_normal_weighted_by_n_students_regression,0.0090499522001407,0.0109845257677756
585,All,log_program_income_area_clp_m1,178,565432,0.1783053,0.18263236,0.07182017,0.48495299,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.364803908711079,stata_normal_normal_weighted_by_n_students_regression,0.0666249976849789,0.0685595712526138
587,All,log_program_income_area_clp_m1,75,565432,0.12332783,0.1276549,0.069013521,0.44627592,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.383469438655786,stata_normal_normal_weighted_by_n_students_regression,0.0489517510349799,0.0508863246026148
589,All,log_program_income_area_clp_m1,97,565432,0.026175553,0.030502619,0.059423212,0.42049715,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.456209251989245,stata_normal_normal_weighted_by_n_students_regression,0.0139155771308032,0.0158501506984381
590,All,log_program_income_area_clp_m1,249,565432,0.081497699,0.085824765,0.037551325,0.40663335,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.677507250664142,stata_normal_normal_weighted_by_n_students_regression,0.0581469007725014,0.0600814743401364
591,All,log_program_income_area_clp_m1,183,565432,0.12791187,0.13223894,0.055687029,0.41232219,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.488567599869718,stata_normal_normal_weighted_by_n_students_regression,0.0646076612641788,0.0665422348318137
597,All,log_program_income_area_clp_m1,22,565432,-0.045251414,-0.040924348,0.11257066,0.45141143,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.189478043631097,stata_normal_normal_weighted_by_n_students_regression,-0.0077542653364393,-0.0058196917688044
609,All,log_program_income_area_clp_m1,403,565432,0.09291888,0.097245947,0.026806155,0.40638393,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.804788174559498,stata_normal_normal_weighted_by_n_students_regression,0.0782623877998498,0.0801969613674847
610,All,log_program_income_area_clp_m1,107,565432,0.077139989,0.081467055,0.044726435,0.43775484,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.596915053062209,stata_normal_normal_weighted_by_n_students_regression,0.0486289113530445,0.0505634849206794
611,All,log_program_income_area_clp_m1,57,565432,0.11635418,0.12068125,0.059385031,0.39834559,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.456528167275571,stata_normal_normal_weighted_by_n_students_regression,0.0550943892821743,0.0570289628498092
613,All,log_program_income_area_clp_m1,154,565432,-0.11980543,-0.11547836,0.05164516,0.41655946,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.526216924920787,stata_normal_normal_weighted_by_n_students_regression,-0.0607666670257487,-0.0588320934581138
629,All,log_program_income_area_clp_m1,57,565432,0.13863936,0.14296643,0.064790927,0.45214662,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.413728208511463,stata_normal_normal_weighted_by_n_students_regression,0.0591492467992513,0.0610838203668863
646,All,log_program_income_area_clp_m1,270,565432,0.052904841,0.057231907,0.035845622,0.43694764,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.697477376852219,stata_normal_normal_weighted_by_n_students_regression,0.0399179602458868,0.0418525338135217
647,All,log_program_income_area_clp_m1,85,565432,0.039426416,0.043753482,0.058379211,0.4087413,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.46501656244213,stata_normal_normal_weighted_by_n_students_regression,0.020346094012551,0.0222806675801859
648,All,log_program_income_area_clp_m1,286,565432,0.031849001,0.036176067,0.080316462,0.39038321,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.314709621046721,stata_normal_normal_weighted_by_n_students_regression,0.0113849563281705,0.0133195298958054
649,All,log_program_income_area_clp_m1,352,565432,-0.016617656,-0.01229059,0.042802796,0.42350367,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.617877758574623,stata_normal_normal_weighted_by_n_students_regression,-0.007594081876438,-0.005659508308803
656,All,log_program_income_area_clp_m1,151,565432,0.0089721996,0.013299266,0.057364192,0.39041197,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.473753241296225,stata_normal_normal_weighted_by_n_students_regression,0.0063005703466912,0.0082351439143261
664,All,log_program_income_area_clp_m1,170,565432,-0.016387392,-0.012060327,0.058431659,0.41228136,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.464569786221552,stata_normal_normal_weighted_by_n_students_regression,-0.0056028632836339,-0.003668289715999
665,All,log_program_income_area_clp_m1,214,565432,-0.073105238,-0.068778172,0.044909518,0.43186858,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.594947722416763,stata_normal_normal_weighted_by_n_students_regression,-0.0409194168401476,-0.0389848432725127
668,All,log_program_income_area_clp_m1,85,565432,0.052715309,0.057042375,0.068702966,0.37934792,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.385604216142083,stata_normal_normal_weighted_by_n_students_regression,0.0219957804146107,0.0239303539822456
690,All,log_program_income_area_clp_m1,264,565432,-0.010845783,-0.0065187169,0.049509633,0.38192376,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.54721450778649,stata_normal_normal_weighted_by_n_students_regression,-0.0035671364463375,-0.0016325628787026
701,All,log_program_income_area_clp_m1,166,565432,0.0060855425,0.010412608,0.040451426,0.39969441,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.644179981368924,stata_normal_normal_weighted_by_n_students_regression,0.0067075938243937,0.0086421673920286
704,All,log_program_income_area_clp_m1,526,565432,0.01091564,0.015242706,0.037790049,0.39498881,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.674731820315158,stata_normal_normal_weighted_by_n_students_regression,0.0102847388207289,0.0122193123883638
705,All,log_program_income_area_clp_m1,463,565432,-0.027229503,-0.022902437,0.029455537,0.40022993,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.773467128384613,stata_normal_normal_weighted_by_n_students_regression,-0.0177142818214741,-0.0157797082538392
763,All,log_program_income_area_clp_m1,294,565432,-0.064666189,-0.060339123,0.054411449,0.38802281,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.50015193843653,stata_normal_normal_weighted_by_n_students_regression,-0.030178729307998,-0.0282441557403631
766,All,log_program_income_area_clp_m1,459,565432,-0.1028809,-0.098553836,0.047330122,0.42892855,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.569414580440936,stata_normal_normal_weighted_by_n_students_regression,-0.0561179913483488,-0.0541834177807139
767,All,log_program_income_area_clp_m1,123,565432,0.072193027,0.076520093,0.068910785,0.35067734,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.384174096048192,stata_normal_normal_weighted_by_n_students_regression,0.029397037511476,0.0313316110791109
768,All,log_program_income_area_clp_m1,468,565432,-0.040111098,-0.035784032,0.030605132,0.3747009,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.759770467661414,stata_normal_normal_weighted_by_n_students_regression,-0.0271876508621221,-0.0252530772944872
769,All,log_program_income_area_clp_m1,337,565432,0.088522121,0.092849188,0.074563332,0.40230912,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.347614668558307,stata_normal_normal_weighted_by_n_students_regression,0.0322757395954019,0.0342103131630369
770,All,log_program_income_area_clp_m1,143,565432,0.002520731,0.006847797,0.085728593,0.43815312,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.287283149218392,stata_normal_normal_weighted_by_n_students_regression,0.0019672567181781,0.003901830285813
772,All,log_program_income_area_clp_m1,206,565432,-0.012803946,-0.0084768794,0.037369363,0.40000913,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.679626204692779,stata_normal_normal_weighted_by_n_students_regression,-0.0057611093878778,-0.0038265358202429
774,All,log_program_income_area_clp_m1,61,565432,0.034994591,0.039321657,0.086527102,0.39102972,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.283501561023165,stata_normal_normal_weighted_by_n_students_regression,0.0111477512601623,0.0130823248277973
799,All,log_program_income_area_clp_m1,101,565432,0.03593237,0.040259436,0.057590444,0.37672928,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.471790894662044,stata_normal_normal_weighted_by_n_students_regression,0.0189940352528794,0.0209286088205143
802,All,log_program_income_area_clp_m1,230,565432,-0.0553273,-0.051000234,0.040251683,0.39162514,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.646445960631694,stata_normal_normal_weighted_by_n_students_regression,-0.0329688950714992,-0.0310343215038643
845,All,log_program_income_area_clp_m1,296,565432,-0.046376776,-0.04204971,0.049995251,0.41142294,stata_areg_centered_student_vce_unadjusted,0.0029624055981986,0.0544279854321154,0.542373338231369,stata_normal_normal_weighted_by_n_students_regression,-0.0228066413988621,-0.0208720678312272
