school_rbd,analysis_sample,outcome,n_students_regression,n_total,controlled_value_added,controlled_value_added_centered_student,controlled_value_added_se,controlled_value_added_resid_sd,controlled_value_added_se_method,eb_tau2,eb_tau,eb_reliability,eb_method,controlled_value_added_eb,controlled_value_added_eb_centered_student
270,All,higher_ed_enrolled_m1,46,757456,0.14518642,0.083528981,0.083937176,0.36818257,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.337840640571941,stata_normal_normal_weighted_by_n_students_regression,0.0282194842795067,0.028852429511636
279,All,higher_ed_enrolled_m1,1321,757456,-0.024405628,-0.086063072,0.016214499,0.45803672,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.931845736092274,stata_normal_normal_weighted_by_n_students_regression,-0.0801975067615751,-0.0795645615294457
280,All,higher_ed_enrolled_m1,760,757456,0.023935985,-0.037721455,0.018909689,0.44974959,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.909525615648751,stata_normal_normal_weighted_by_n_students_regression,-0.0343086296755055,-0.0336756844433761
283,All,higher_ed_enrolled_m1,723,757456,0.075408787,0.013751346,0.019056143,0.43504161,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.908247835931363,stata_normal_normal_weighted_by_n_students_regression,0.012489629955881,0.0131225751880103
284,All,higher_ed_enrolled_m1,102,757456,0.023619592,-0.038037848,0.045113273,0.45311287,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.638498299333674,stata_normal_normal_weighted_by_n_students_regression,-0.0242871011045607,-0.0236541558724314
285,All,higher_ed_enrolled_m1,180,757456,0.071001053,0.0093436129,0.033974197,0.42357668,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.756944962836517,stata_normal_normal_weighted_by_n_students_regression,0.007072600735369,0.0077055459674983
286,All,higher_ed_enrolled_m1,404,757456,-0.0038648853,-0.065522328,0.023547722,0.48243552,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.866359559067652,stata_normal_normal_weighted_by_n_students_regression,-0.0567658952192231,-0.0561329499870938
287,All,higher_ed_enrolled_m1,784,757456,0.084612228,0.02295479,0.018940285,0.39958128,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.909259192417574,stata_normal_normal_weighted_by_n_students_regression,0.0208718537411925,0.0215047989733218
298,All,higher_ed_enrolled_m1,1,757456,-0.19034839,-0.25200582,0.40550923,,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0213926724117843,stata_normal_normal_weighted_by_n_students_regression,-0.0053910779117073,-0.0047581326795779
304,All,higher_ed_enrolled_m1,428,757456,0.12756495,0.065907516,0.035813294,0.36733022,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.737025791058809,stata_normal_normal_weighted_by_n_students_regression,0.0485755387963615,0.0492084840284908
312,All,higher_ed_enrolled_m1,1,757456,-0.47360787,-0.53526533,0.40639904,,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.021301090007675,stata_normal_normal_weighted_by_n_students_regression,-0.0114017349524911,-0.0107687897203617
320,All,higher_ed_enrolled_m1,155,757456,0.12706763,0.065410189,0.039877851,0.41085753,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.693293715960053,stata_normal_normal_weighted_by_n_students_regression,0.0453484732054961,0.0459814184376254
324,All,higher_ed_enrolled_m1,3,757456,-0.43972757,-0.50138503,0.23632367,0.21942474,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0604718724065904,stata_normal_normal_weighted_by_n_students_regression,-0.0303196918025885,-0.0296867465704591
329,All,higher_ed_enrolled_m1,103,757456,0.11820322,0.056545775,0.058285106,0.34448424,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.514124265421603,stata_normal_normal_weighted_by_n_students_regression,0.0290715552046754,0.0297045004368047
335,All,higher_ed_enrolled_m1,97,757456,-0.048251126,-0.10990857,0.051749509,0.46696717,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.573066962338974,stata_normal_normal_weighted_by_n_students_regression,-0.0629849680071099,-0.0623520227749805
336,All,higher_ed_enrolled_m1,405,757456,0.10471504,0.043057602,0.027990598,0.35644233,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.821048582067627,stata_normal_normal_weighted_by_n_students_regression,0.0353523829763244,0.0359853282084538
337,All,higher_ed_enrolled_m1,247,757456,0.16740011,0.10574267,0.04570714,0.29956323,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.632439405098248,stata_normal_normal_weighted_by_n_students_regression,0.0668758316644565,0.0675087768965859
341,All,higher_ed_enrolled_m1,267,757456,0.14182934,0.080171898,0.035626825,0.34489387,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.739044366019316,stata_normal_normal_weighted_by_n_students_regression,0.0592505895208464,0.0598835347529758
342,All,higher_ed_enrolled_m1,452,757456,0.095524132,0.033866692,0.028203186,0.31808227,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.818814381924832,stata_normal_normal_weighted_by_n_students_regression,0.0277305347415094,0.0283634799736388
344,All,higher_ed_enrolled_m1,266,757456,0.087776467,0.026119029,0.03850038,0.35623056,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.708036957144713,stata_normal_normal_weighted_by_n_students_regression,0.0184932379061981,0.0191261831383274
350,All,higher_ed_enrolled_m1,236,757456,0.10445021,0.042792771,0.042922556,0.35028964,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.661147111450882,stata_normal_normal_weighted_by_n_students_regression,0.0282923169263439,0.0289252621584733
355,All,higher_ed_enrolled_m1,18,757456,0.028495677,-0.033161763,0.09907043,0.39343512,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.26806607500542,stata_normal_normal_weighted_by_n_students_regression,-0.0088895437158928,-0.0082565984837635
356,All,higher_ed_enrolled_m1,285,757456,0.15941682,0.097759381,0.056038525,0.30253977,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.533730310213556,stata_normal_normal_weighted_by_n_students_regression,0.0521771446875152,0.0528100899196446
357,All,higher_ed_enrolled_m1,245,757456,0.12911448,0.067457043,0.050203443,0.28530592,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.587838762479817,stata_normal_normal_weighted_by_n_students_regression,0.0396538644397573,0.0402868096718867
358,All,higher_ed_enrolled_m1,102,757456,0.087657019,0.025999581,0.051403437,0.31787539,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.576347004752223,stata_normal_normal_weighted_by_n_students_regression,0.0149847808648046,0.015617726096934
361,All,higher_ed_enrolled_m1,210,757456,0.1238794,0.062221956,0.052463509,0.28048974,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.566348782174734,stata_normal_normal_weighted_by_n_students_regression,0.0352393287022332,0.0358722739343625
364,All,higher_ed_enrolled_m1,132,757456,0.092875324,0.031217888,0.045210347,0.32299677,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.637505439136449,stata_normal_normal_weighted_by_n_students_regression,0.0199015733765693,0.0205345186086987
365,All,higher_ed_enrolled_m1,256,757456,0.11379115,0.052133709,0.038026601,0.33088934,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.713129755951791,stata_normal_normal_weighted_by_n_students_regression,0.0371780992971078,0.0378110445292372
366,All,higher_ed_enrolled_m1,234,757456,0.12796402,0.066306584,0.038939971,0.25651696,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.703321017332796,stata_normal_normal_weighted_by_n_students_regression,0.0466348138051171,0.0472677590372465
367,All,higher_ed_enrolled_m1,388,757456,0.095395021,0.033737581,0.040131919,0.40742519,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.690586200339197,stata_normal_normal_weighted_by_n_students_regression,0.0232987080082966,0.0239316532404259
371,All,higher_ed_enrolled_m1,15,757456,0.030099198,-0.031558242,0.1268449,0.3748911,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.18261578447089,stata_normal_normal_weighted_by_n_students_regression,-0.0057630331093924,-0.005130087877263
372,All,higher_ed_enrolled_m1,287,757456,0.024183992,-0.037473448,0.054993756,0.43069261,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.543084379430878,stata_normal_normal_weighted_by_n_students_regression,-0.0203512440718655,-0.0197182988397361
373,All,higher_ed_enrolled_m1,328,757456,0.028526872,-0.033130568,0.052112564,0.36168024,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.569642598474389,stata_normal_normal_weighted_by_n_students_regression,-0.0188725825955775,-0.0182396373634481
379,All,higher_ed_enrolled_m1,573,757456,-0.045222059,-0.1068795,0.041489087,0.40944272,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.676195963586461,stata_normal_normal_weighted_by_n_students_regression,-0.07227148318426,-0.0716385379521306
381,All,higher_ed_enrolled_m1,1,757456,-0.59276074,-0.65441817,0.41005433,,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0209309338767411,stata_normal_normal_weighted_by_n_students_regression,-0.0136975835082202,-0.0130646382760909
384,All,higher_ed_enrolled_m1,405,757456,0.055457834,-0.0061996048,0.044464193,0.39185882,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.645161252122027,stata_normal_normal_weighted_by_n_students_regression,-0.0039997448356824,-0.0033667996035531
392,All,higher_ed_enrolled_m1,255,757456,0.14917827,0.087520823,0.045238625,0.37429982,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.637216387451536,stata_normal_normal_weighted_by_n_students_regression,0.0557697025637828,0.0564026477959121
396,All,higher_ed_enrolled_m1,463,757456,0.11132149,0.049664054,0.024814844,0.41793653,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.853750036644166,stata_normal_normal_weighted_by_n_students_regression,0.0424006879705182,0.0430336332026476
397,All,higher_ed_enrolled_m1,5,757456,-0.17690705,-0.23856449,0.18222116,0.51280147,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0976831243151916,stata_normal_normal_weighted_by_n_students_regression,-0.0233037249085677,-0.0226707796764383
399,All,higher_ed_enrolled_m1,538,757456,0.096515059,0.034857623,0.02401513,0.44860634,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.861742324127277,stata_normal_normal_weighted_by_n_students_regression,0.0300382892903488,0.0306712345224782
400,All,higher_ed_enrolled_m1,532,757456,0.068428218,0.0067707752,0.030711628,0.35461321,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.792148098171631,stata_normal_normal_weighted_by_n_students_regression,0.0053634566765092,0.0059964019086386
415,All,higher_ed_enrolled_m1,302,757456,0.11396397,0.052306525,0.044912741,0.32168761,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.640552338943928,stata_normal_normal_weighted_by_n_students_regression,0.0335050671728068,0.0341380124049362
416,All,higher_ed_enrolled_m1,2,757456,-0.51051158,-0.57216901,0.28693631,0.0076967985,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0418338532375942,stata_normal_normal_weighted_by_n_students_regression,-0.0239360342722802,-0.0233030890401508
419,All,higher_ed_enrolled_m1,14,757456,0.0590242,-0.0026332396,0.11128913,0.5056898,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.224948519259854,stata_normal_normal_weighted_by_n_students_regression,-0.0005923433940745,4.06018380548e-05
420,All,higher_ed_enrolled_m1,271,757456,0.026143458,-0.035513982,0.031603009,0.45570248,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.782569015511462,stata_normal_normal_weighted_by_n_students_regression,-0.0277921420811335,-0.0271591968490041
429,All,higher_ed_enrolled_m1,544,757456,0.1404293,0.078771859,0.034087725,0.3258791,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.755715338328553,stata_normal_normal_weighted_by_n_students_regression,0.0595291023691911,0.0601620476013204
430,All,higher_ed_enrolled_m1,224,757456,0.09005025,0.028392809,0.037549466,0.37862775,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.71826809537449,stata_normal_normal_weighted_by_n_students_regression,0.0203936484763871,0.0210265937085165
431,All,higher_ed_enrolled_m1,192,757456,0.14268014,0.081022695,0.035327394,0.33578959,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.742286714302232,stata_normal_normal_weighted_by_n_students_regression,0.0601420698234989,0.0607750150556282
433,All,higher_ed_enrolled_m1,296,757456,0.14164802,0.079990581,0.041759454,0.36236572,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.673345063733387,stata_normal_normal_weighted_by_n_students_regression,0.0538612626264229,0.0544942078585522
437,All,higher_ed_enrolled_m1,1048,757456,0.097234003,0.035576563,0.01971318,0.33210659,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.902439624225224,stata_normal_normal_weighted_by_n_students_regression,0.032105700435945,0.0327386456680744
438,All,higher_ed_enrolled_m1,309,757456,0.037412222,-0.024245216,0.037422623,0.47228801,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.719635525662661,stata_normal_normal_weighted_by_n_students_regression,-0.0174477184743002,-0.0168147732421709
440,All,higher_ed_enrolled_m1,337,757456,0.11063336,0.048975918,0.040731315,0.39656258,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.684215062159266,stata_normal_normal_weighted_by_n_students_regression,0.0335100610634491,0.0341430062955784
441,All,higher_ed_enrolled_m1,35,757456,-0.13937433,-0.20103177,0.085606441,0.41094583,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.329087340609681,stata_normal_normal_weighted_by_n_students_regression,-0.066157012014176,-0.0655240667820466
448,All,higher_ed_enrolled_m1,666,757456,0.072583683,0.010926239,0.028807411,0.41338322,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.812439488600326,stata_normal_normal_weighted_by_n_students_regression,0.0088769081713797,0.0095098534035091
449,All,higher_ed_enrolled_m1,503,757456,0.013501195,-0.048156243,0.030433981,0.46821609,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.795122789759827,stata_normal_normal_weighted_by_n_students_regression,-0.0382901261449704,-0.037657180912841
478,All,higher_ed_enrolled_m1,328,757456,0.10952919,0.047871746,0.060877964,0.31361476,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.49236627741087,stata_normal_normal_weighted_by_n_students_regression,0.0235704334032729,0.0242033786354022
479,All,higher_ed_enrolled_m1,486,757456,0.0955,0.03384256,0.031962655,0.32798699,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.778693494254422,stata_normal_normal_weighted_by_n_students_regression,0.0263529812136761,0.0269859264458054
486,All,higher_ed_enrolled_m1,324,757456,0.06402228,0.0023648385,0.038930997,0.40946156,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.703417196497981,stata_normal_normal_weighted_by_n_students_regression,0.0016634680483369,0.0022964132804663
487,All,higher_ed_enrolled_m1,6,757456,-0.3426767,-0.40433413,0.16870978,0.17314167,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.112131166789931,stata_normal_normal_weighted_by_n_students_regression,-0.0453384575843999,-0.0447055123522705
516,All,higher_ed_enrolled_m1,291,757456,0.066351585,0.004694147,0.02611859,0.44260123,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.840494320324694,stata_normal_normal_weighted_by_n_students_regression,0.0039454039131701,0.0045783491452994
517,All,higher_ed_enrolled_m1,607,757456,0.12311076,0.061453328,0.021424035,0.37406045,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.886771402265467,stata_normal_normal_weighted_by_n_students_regression,0.054495053427163,0.0551279986592924
518,All,higher_ed_enrolled_m1,292,757456,-0.0089990236,-0.070656464,0.025527066,0.46259916,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.846541194450087,stata_normal_normal_weighted_by_n_students_regression,-0.059813607018739,-0.0591806617866096
521,All,higher_ed_enrolled_m1,67,757456,0.18373783,0.12208039,0.061172571,0.3774876,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.489953219262058,stata_normal_normal_weighted_by_n_students_regression,0.0598136815970176,0.060446626829147
526,All,higher_ed_enrolled_m1,131,757456,0.10217493,0.04051749,0.052196156,0.35267809,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.568856582426683,stata_normal_normal_weighted_by_n_students_regression,0.0230486410689711,0.0236815863011005
530,All,higher_ed_enrolled_m1,215,757456,0.062855907,0.0011984658,0.031334341,0.45410085,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.785460448845393,stata_normal_normal_weighted_by_n_students_regression,0.0009413474884903,0.0015742927206196
531,All,higher_ed_enrolled_m1,83,757456,0.23605178,0.17439434,0.055756032,0.41829276,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.536244826628827,stata_normal_normal_weighted_by_n_students_regression,0.0935180622294015,0.0941510074615308
532,All,higher_ed_enrolled_m1,82,757456,-0.12172308,-0.18338051,0.046430901,0.48878029,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.625105286704732,stata_normal_normal_weighted_by_n_students_regression,-0.114632129040608,-0.113999183808479
535,All,higher_ed_enrolled_m1,107,757456,0.15498333,0.093325883,0.046881236,0.40052477,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.620570462423986,stata_normal_normal_weighted_by_n_students_regression,0.0579152864413674,0.0585482316734968
565,All,higher_ed_enrolled_m1,251,757456,0.11462388,0.052966446,0.037909947,0.37784088,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.714385185792045,stata_normal_normal_weighted_by_n_students_regression,0.0378384441250465,0.0384713893571758
566,All,higher_ed_enrolled_m1,1,757456,-0.18021892,-0.24187636,0.4122057,,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0207175346212043,stata_normal_normal_weighted_by_n_students_regression,-0.0050110819948912,-0.0043781367627618
567,All,higher_ed_enrolled_m1,293,757456,0.25692797,0.19527054,0.048043884,0.27750114,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.608967821463754,stata_normal_normal_weighted_by_n_students_regression,0.118913474301056,0.119546419533185
568,All,higher_ed_enrolled_m1,167,757456,0.11032513,0.048667688,0.061970338,0.32725516,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.483479406932952,stata_normal_normal_weighted_by_n_students_regression,0.0235298248647892,0.0241627700969185
570,All,higher_ed_enrolled_m1,168,757456,0.17128851,0.10963107,0.06289681,0.33285755,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.476071883228974,stata_normal_normal_weighted_by_n_students_regression,0.0521922694520971,0.0528252146842264
573,All,higher_ed_enrolled_m1,282,757456,0.067574836,0.0059173945,0.033564284,0.35230866,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.761383624290505,stata_normal_normal_weighted_by_n_students_regression,0.0045054072831227,0.005138352515252
574,All,higher_ed_enrolled_m1,640,757456,0.080689378,0.019031942,0.024623344,0.4299396,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.85567407306299,stata_normal_normal_weighted_by_n_students_regression,0.0162851392278569,0.0169180844599863
575,All,higher_ed_enrolled_m1,600,757456,0.057242114,-0.0044153272,0.021265516,0.41203725,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.888254236404533,stata_normal_normal_weighted_by_n_students_regression,-0.0039219331122431,-0.0032889878801137
578,All,higher_ed_enrolled_m1,154,757456,-0.060813244,-0.12247068,0.034334976,0.46616223,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.753037063041068,stata_normal_normal_weighted_by_n_students_regression,-0.092224964465015,-0.0915920192328856
579,All,higher_ed_enrolled_m1,455,757456,0.13879223,0.077134795,0.031438038,0.32878724,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.784344848012635,stata_normal_normal_weighted_by_n_students_regression,0.0605002794306201,0.0611332246627495
580,All,higher_ed_enrolled_m1,424,757456,0.11104005,0.049382612,0.03312096,0.30193698,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.766181272721591,stata_normal_normal_weighted_by_n_students_regression,0.0378360325830564,0.0384689778151858
581,All,higher_ed_enrolled_m1,162,757456,0.066241741,0.0045842994,0.052958757,0.36986077,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.561728093390693,stata_normal_normal_weighted_by_n_students_regression,0.0025751297372382,0.0032080749693676
582,All,higher_ed_enrolled_m1,213,757456,0.098516434,0.036858995,0.036172934,0.318966,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.733134220230732,stata_normal_normal_weighted_by_n_students_regression,0.027022590186404,0.0276555354185333
583,All,higher_ed_enrolled_m1,259,757456,0.060543925,-0.0011135148,0.048868872,0.35897249,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.600829847603707,stata_normal_normal_weighted_by_n_students_regression,-0.0006690329289804,-3.60876968511e-05
585,All,higher_ed_enrolled_m1,182,757456,0.072960943,0.011303504,0.067416921,0.34874037,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.441620773545204,stata_normal_normal_weighted_by_n_students_regression,0.0049918621479777,0.005624807380107
587,All,higher_ed_enrolled_m1,77,757456,0.022297002,-0.039360438,0.064899229,0.31511739,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.460466145347798,stata_normal_normal_weighted_by_n_students_regression,-0.0181241489844301,-0.0174912037523007
589,All,higher_ed_enrolled_m1,105,757456,0.083950862,0.022293421,0.05339453,0.36199397,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.557689112909253,stata_normal_normal_weighted_by_n_students_regression,0.0124327978823667,0.013065743114496
590,All,higher_ed_enrolled_m1,267,757456,0.11347662,0.051819183,0.033356383,0.3217414,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.763633961186361,stata_normal_normal_weighted_by_n_students_regression,0.0395708879148742,0.0402038331470035
591,All,higher_ed_enrolled_m1,193,757456,0.058052469,-0.003604969,0.049723942,0.3299545,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.592481226470226,stata_normal_normal_weighted_by_n_students_regression,-0.0021358764830763,-0.0015029312509469
597,All,higher_ed_enrolled_m1,48,757456,-0.12801093,-0.18966837,0.071287557,0.46277481,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.414294912055537,stata_normal_normal_weighted_by_n_students_regression,-0.0785786416434961,-0.0779456964113668
609,All,higher_ed_enrolled_m1,605,757456,0.11385533,0.052197896,0.020435991,0.41790837,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.895912426725842,stata_normal_normal_weighted_by_n_students_regression,0.0467647436194577,0.047397688851587
610,All,higher_ed_enrolled_m1,319,757456,0.0079451185,-0.05371232,0.025711045,0.45590985,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.844666042208872,stata_normal_normal_weighted_by_n_students_regression,-0.0453689724084641,-0.0447360271763348
611,All,higher_ed_enrolled_m1,151,757456,-0.062860399,-0.12451784,0.035247821,0.47642675,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.743148506987559,stata_normal_normal_weighted_by_n_students_regression,-0.0925352436908026,-0.0919022984586732
613,All,higher_ed_enrolled_m1,206,757456,0.084728904,0.023071464,0.039310362,0.42211851,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.699355137237303,stata_normal_normal_weighted_by_n_students_regression,0.0161351469608769,0.0167680921930063
629,All,higher_ed_enrolled_m1,151,757456,0.043647446,-0.018009996,0.03901282,0.48175204,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.702540439054544,stata_normal_normal_weighted_by_n_students_regression,-0.0126527505431091,-0.0120198053109797
646,All,higher_ed_enrolled_m1,406,757456,0.1111725,0.049515069,0.026361607,0.42000836,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.837995406607282,stata_normal_normal_weighted_by_n_students_regression,0.041493399977794,0.0421263452099234
647,All,higher_ed_enrolled_m1,130,757456,0.11203369,0.050376248,0.042993128,0.42585704,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.660410635867491,stata_normal_normal_weighted_by_n_students_regression,0.0332690097008011,0.0339019549329305
648,All,higher_ed_enrolled_m1,301,757456,0.093829624,0.032172181,0.069749825,0.29057851,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.424916017997097,stata_normal_normal_weighted_by_n_students_regression,0.0136704748863624,0.0143034201184918
649,All,higher_ed_enrolled_m1,405,757456,0.10882467,0.04716723,0.035975926,0.367668,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.735265711807341,stata_normal_normal_weighted_by_n_students_regression,0.0346804472173675,0.0353133924494969
656,All,higher_ed_enrolled_m1,211,757456,0.13841571,0.076758273,0.04729851,0.41765198,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.616388636399601,stata_normal_normal_weighted_by_n_students_regression,0.0473129271720485,0.0479458724041779
664,All,higher_ed_enrolled_m1,191,757456,0.12666881,0.065011375,0.049977925,0.32191211,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.590018648857294,stata_normal_normal_weighted_by_n_students_regression,0.03835792340983,0.0389908686419594
665,All,higher_ed_enrolled_m1,360,757456,-0.049806964,-0.1114644,0.03286764,0.48331928,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.768920910091803,stata_normal_normal_weighted_by_n_students_regression,-0.0857073106485743,-0.085074365416445
666,All,higher_ed_enrolled_m1,1,757456,-0.53527743,-0.59693485,0.40692154,,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.0212475847259552,stata_normal_normal_weighted_by_n_students_regression,-0.0126834239618857,-0.0120504787297563
668,All,higher_ed_enrolled_m1,94,757456,0.12408604,0.062428597,0.056834478,0.35410452,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.526704310037352,stata_normal_normal_weighted_by_n_students_regression,0.0328814112730794,0.0335143565052087
690,All,higher_ed_enrolled_m1,277,757456,0.16648039,0.10482296,0.043193035,0.31626377,stata_areg_centered_student_vce_unadjusted,0.0035946620991558,0.0599555009916171,0.658326807002483,stata_normal_normal_weighted_by_n_students_regression,0.069007761921789,0.0696407071539183
