spec,outcome_group,beta,se,p_value,n_obs,fs_beta,fs_se,fs_f
highered_adj_eb,Higher-ed enrollment,0.748022897823983,0.117328890074268,1.82442474875839e-10,135898,0.427875816994424,0.00578615378391788,5468.3403665275
