spec,group,outcome,treatment,instrument,risk_control,beta,se,zstat,p_value,n_obs,fs_beta,fs_se,fs_f,rc
math_adj_eb,all,z_year_math_max,d_math_adj_eb,z_math_adj_eb,expected_math_adj_eb,0.883729682007036,0.0725667738861132,12.1781586073258,4.0635278085518e-34,93438,0.442810457474441,0.00779147011947443,3229.95832206827,0
leng_adj_eb,all,z_year_leng_max,d_leng_adj_eb,z_leng_adj_eb,expected_leng_adj_eb,0.885095282507159,0.0872302634042395,10.1466537869487,3.42920214871979e-24,95107,0.435120408203384,0.00663962737841304,4294.68674992998,0
highpay_adj_eb,all,high_paying_field_m1,d_highpay_adj_eb,z_highpay_adj_eb,expected_highpay_adj_eb,0.802515221752994,0.0997459319376975,8.04559350103877,8.58284425371546e-16,90338,0.487579417996892,0.00689202335985778,5004.92124124198,0
highinst_adj_eb,all,high_inst_m1,d_highinst_adj_eb,z_highinst_adj_eb,expected_highinst_adj_eb,0.496507095848905,0.11072776693764,4.48403421816073,7.32449089731053e-06,95651,0.336725224496115,0.00926422798074904,1321.09130560098,0
program_income_full_adj_eb,all,log_program_income_full_clp_m1,d_program_income_full_adj_eb,z_program_income_full_adj_eb,expected_program_income_full_adj_eb,0.311071039318676,0.103026395667974,3.01933341743967,0.00253331565364232,95651,0.462189427208382,0.00610589528190381,5729.82436286969,0
