school_rbd,exam_taking_va,area_income_va,program_income_full_va,institution_income_va,math_va,exam_taking_n,area_income_n,program_income_full_n,institution_income_n,math_n,complete_decomposition_input,decomposition_order,program_income_full_component_exam_taking_va,program_income_full_component_math_va,program_income_full_component_area_income_va,program_income_full_component_institution_income_va,program_income_full_component_residual_va,program_income_full_component_sum_va,reconstruction_error
336,0.0247635874611325,-0.0040102911940367,0.0149290322566213,0.0686036428770237,-0.0598724085817574,405,328,328,328,325,TRUE,exam_math_area_institution,1.05772247675633e-05,-0.00690351396753611,3.41737915237418e-05,0.0294047604706667,-0.00761705190547354,0.0149289456139483,1.73472347597681e-18
337,0.110683289079068,0.0789771011950574,0.126523964259815,0.121783702982165,0.02023366041732,247,230,230,230,228,TRUE,exam_math_area_institution,0.010323852103651,-0.00537860539012107,0.0833124838402528,0.0241657056689902,0.0141004413943692,0.126523877617142,0
341,0.174972476197618,0.0184252583422172,0.034568792280847,0.058462621393356,-0.0625731368487599,267,243,243,243,237,TRUE,exam_math_area_institution,0.0180407324699484,-0.0210966373745623,0.0156908403980287,0.0177972974196928,0.00413647272506649,0.034568705638174,0
342,0.0952616005854644,0.0579570339788164,0.084400023636696,0.095066480626569,0.142083274151724,452,422,422,422,420,TRUE,exam_math_area_institution,0.00847272704692887,0.0104369046775512,0.0504300802006036,0.0192955493271744,-0.004235324258235,0.0843999369940231,0
344,0.109313112563092,0.0262470539049591,0.0532554521749852,0.0719059095668198,-0.0438658583045883,266,246,246,246,244,TRUE,exam_math_area_institution,0.0101593845045351,-0.0128225353525612,0.02776211906356,0.0208843076937476,0.00727208962303072,0.0532553655323123,0
350,0.112400341840181,0.0020923943250082,0.0176386715485617,0.0518754511102577,-0.111632704121906,236,210,210,210,207,TRUE,exam_math_area_institution,0.0105299566032412,-0.0211113072927038,0.00512435783929007,0.0207301601165149,0.00236541763954642,0.0176385849058887,0
355,-0.0146517316920768,-0.0143029874981935,-0.015462373629866,-0.007798402075576,0.0904662254292646,18,13,13,13,12,TRUE,exam_math_area_institution,-0.00472059633858557,0.0144928870655528,-0.0210980165680086,0.000931877045886354,-0.00506861147738398,-0.015462460272539,0
356,0.10798902482503,0.0422788391053221,0.0745797453954559,0.0817788426434843,-0.198494197872243,285,270,270,270,268,TRUE,exam_math_area_institution,0.0100004491201094,-0.0309626480094117,0.0586743100884491,0.0207306346797475,0.0161369128738887,0.0745796587527829,0
357,0.120273168440614,0.0806686911728879,0.136308191901985,0.101835943890371,0.226167680776888,245,241,241,241,241,TRUE,exam_math_area_institution,0.0114749625014821,0.0180574997674847,0.0681543180658025,0.0143481517002959,0.0242731732242468,0.136308105259312,0
358,0.0635782492085868,0.0653419680302496,0.0996707233998526,0.0700395704791719,-0.0618334345308803,102,92,92,92,91,TRUE,exam_math_area_institution,0.00466965155107801,-0.0107202658339202,0.077418009957649,0.00808326939291329,0.0202199716894596,0.0996706367571796,0
