school_rbd,exam_taking_va,area_income_va,program_income_full_va,institution_income_va,math_va,exam_taking_n,area_income_n,program_income_full_n,institution_income_n,math_n,complete_decomposition_input,decomposition_order,program_income_full_component_exam_taking_va,program_income_full_component_math_va,program_income_full_component_area_income_va,program_income_full_component_institution_income_va,program_income_full_component_residual_va,program_income_full_component_sum_va,reconstruction_error
5315,0.0920586730695671,-0.0387484051504695,-0.0658572050442439,-0.0595282529545429,-0.0778555814727773,452,372,372,372,370,TRUE,exam_math_area_institution,0.00808826724007949,-0.0152431799876038,-0.0432252613787019,-0.0117291060296974,-0.0037480115309933,-0.0658572916869169,0
5323,0.0793606443430068,-0.0842336641492044,-0.113621723812542,-0.0916270670252064,-0.0959501809793777,370,286,286,286,279,TRUE,exam_math_area_institution,0.00656407362428559,-0.0162073838528637,-0.0933151010384432,-0.0103059410489351,-0.000357458139258499,-0.113621810455215,0
5343,-0.272261013514204,-0.0597290096034495,-0.0812454429056822,-0.100676410681958,-0.287481278281061,285,106,106,106,104,TRUE,exam_math_area_institution,-0.0356424371359091,-0.0063504145868389,-0.025410016833218,-0.0195104882773681,0.00566782728497896,-0.0812455295483552,0
5344,0.0133586446026151,-0.0009377947653689,-0.0206183474092477,-0.050934414826668,-0.155092022760678,520,414,414,414,413,TRUE,exam_math_area_institution,-0.0013584022812471,-0.0170960209374542,0.0119681104663868,-0.0194481701589225,0.00531604885931641,-0.0206184340519207,0
5373,-0.0256462943817227,,,,,1,,,,,FALSE,,,,,,,,
5374,-0.0706403980674956,0.0503160893606491,0.0622591975800509,0.0201033434537354,0.0733269309358052,50,24,24,24,24,TRUE,exam_math_area_institution,-0.0114411330206084,0.0176400809527263,0.0586152419150503,-0.00779554105515656,0.00524046214536635,0.0622591109373779,0
5393,-0.0849938133349413,-0.0437212754732415,-0.0499088811781046,-0.05187583379912,-0.12056485820638,623,348,348,348,339,TRUE,exam_math_area_institution,-0.0131640291005108,-0.00393378646113444,-0.0332723102675347,-0.00627854211548877,0.00673970012389123,-0.0499089678207776,0
5394,0.0599908125692883,0.0098342589521819,-0.0165633460614534,-0.0261717598802191,0.0108434127314367,405,326,326,326,323,TRUE,exam_math_area_institution,0.00423903762348099,-0.00180539511013581,0.00789967854203127,-0.0138795007982845,-0.0130172529612183,-0.0165634327041264,0
5434,0.145468743304909,0.032239233365249,0.0161777453487298,-0.0223254920870742,-0.0092966161390504,293,277,277,277,275,TRUE,exam_math_area_institution,0.0144992850307019,-0.0120792687875057,0.0294007111873172,-0.0195091876826962,0.00386611895823966,0.0161776587060568,0
5435,0.143030764177867,-0.007353654551259,-0.0310428817182947,-0.034336491857213,0.020543489072733,274,265,265,265,263,TRUE,exam_math_area_institution,0.0142066449445203,-0.00832981108851569,-0.0184376198282384,-0.0120975183541056,-0.00638466403462826,-0.0310429683609677,0
5439,-0.0317979019086569,0.000524218640397,-0.0097064598217683,-0.0074474582542556,-0.19010572316472,241,155,155,155,151,TRUE,exam_math_area_institution,-0.00677871762199097,-0.0170604042021628,0.019578772243249,-0.00193998000226318,-0.00350621688127331,-0.00970654646444126,0
5440,0.0819244724499448,-0.0140669964210091,-0.0299054578365899,-0.0010121294120547,-0.025575784767795,253,210,210,210,207,TRUE,exam_math_area_institution,0.00687181985141563,-0.00813261064565501,-0.0182554489414379,0.00397184373679255,-0.0143611484803781,-0.0299055444792629,0
5444,0.0572632874845936,-0.0065498046364479,-0.0102494839556248,-0.0117733009551986,0.0161976001817676,1,1,1,1,1,TRUE,exam_math_area_institution,0.00391164221349002,-0.000921107821387253,-0.0112188855055343,-0.00291501084258332,0.000893791357717069,-0.0102495705982978,0
5465,0.0985570113815848,0.0191579343913345,-0.0014878056492433,-0.0065970761263658,0.167938014793147,234,217,217,217,216,TRUE,exam_math_area_institution,0.00886828798044281,0.0131861013123607,0.00342723834529118,-0.00988401363102685,-0.0170855062989841,-0.00148789229191625,-1.30104260698261e-18
5467,-0.195206101007712,0.0118401050110334,0.0070197684615649,-0.036783022106373,-0.19463241154169,78,28,28,28,28,TRUE,exam_math_area_institution,-0.0263932372611056,-0.00250171247031518,0.0443075371439073,-0.0168628437852267,0.00846993819163206,0.00701968181889195,-8.67361737988404e-19
5499,-0.156773314420312,,,,,7,,,,,FALSE,,,,,,,,
5507,0.0157742782128385,-0.0226189639105747,-0.0461414326111153,-0.0511286935749668,-0.102165730778878,232,169,169,169,167,TRUE,exam_math_area_institution,-0.00106844441407845,-0.0110682717046535,-0.0174094543923936,-0.0130209825055824,-0.00357436623708031,-0.0461415192537883,0
5509,0.137743677396872,0.0223363478682933,0.0027215690205272,-0.0008335471256947,-0.0783991800411459,182,172,172,172,171,TRUE,exam_math_area_institution,0.0135720154212082,-0.0195271104833818,0.0240421070073976,-0.00726764788740708,-0.00809788167996265,0.00272148237785424,8.67361737988404e-19
5565,0.0147916822344905,0.0648335424639935,0.050927189187049,-0.0033586828721118,0.0115604807892526,180,111,111,111,108,TRUE,exam_math_area_institution,-0.00118638921868974,0.00245414493174347,0.0743539269718514,-0.0217811521594092,-0.00291342798111981,0.0509271025443761,0
5566,-0.164998252255726,0.0021048752617749,-0.0178211928078337,-0.0721414375501004,-0.185319544790143,607,256,256,256,244,TRUE,exam_math_area_institution,-0.0227672720655522,-0.00419198429189815,0.0302515724208816,-0.0282837334205442,0.00717013790660631,-0.0178212794505067,0
5567,-0.240813431052777,0.0426786811327591,0.0401378989823483,0.0028300422048476,-0.0969031376616055,161,48,48,48,44,TRUE,exam_math_area_institution,-0.0318676618970092,0.0132531784695363,0.0752026636108425,-0.010909926890664,-0.0055404409530302,0.0401378123396754,0
5568,-0.0385169710668689,-0.0862021254421356,-0.115481138986181,-0.0896612277832178,-0.0962952410672978,528,311,311,311,305,TRUE,exam_math_area_institution,-0.00758523354155281,-0.00536028551758972,-0.0873845931181517,-0.00852699373103572,-0.00662411972052399,-0.115481225628854,0
5569,0.0826520797153659,-0.0136833774674651,-0.0463230486817087,-0.0496159257661937,-0.0371539237784877,281,215,215,215,213,TRUE,exam_math_area_institution,0.00695915737227353,-0.00956725519451969,-0.016939374190553,-0.0157900907927553,-0.0109855725188272,-0.0463231353243817,0
5570,0.0858543818882418,0.0047973701544721,-0.0406450204604368,-0.0503014002719393,0.0138764753391987,1744,1458,1458,1458,1445,TRUE,exam_math_area_institution,0.00734354211677572,-0.00383608200657991,6.03894739653336e-05,-0.0221756386965646,-0.0220373179907063,-0.0406451071031098,0
5574,-0.0233930389544201,-0.0024822595350715,-0.0236018345281037,-0.0406031154786681,-0.109534883968548,135,75,75,75,72,TRUE,exam_math_area_institution,-0.00576984933760329,-0.00832088935853053,0.00909850152700345,-0.0149202987197657,-0.00368938528188061,-0.0236019211707767,0
5578,0.0277593712477065,0.0067475268154769,0.0078072810791844,0.0009163914629869,-0.0944851843280993,1,1,1,1,1,TRUE,exam_math_area_institution,0.000370172766731018,-0.0112681709700179,0.0149868884970966,-0.00123048777984086,0.00494879192254254,0.00780719443651144,0
5590,0.121234992895653,0.0072385528941671,0.0003515098844486,0.0245673343728897,0.0583878797901692,69,56,56,56,54,TRUE,exam_math_area_institution,0.0115904140196236,-0.0018470089850994,-0.00313310264223725,0.00704912908690989,-0.0133080082374212,0.000351423241775645,-3.79470760369927e-19
5597,-0.106670403670143,0.0483549402877187,0.046458847673476,0.0175979824357751,0.0267083936277127,81,43,43,43,43,TRUE,exam_math_area_institution,-0.0157659542742968,0.0154621263606564,0.062575158733255,-0.00781975677411607,-0.00799281301469548,0.0464587610308031,6.93889390390723e-18
5613,-0.0131144012037609,0.0415708370057117,0.0324532614385135,0.0147367094624842,-0.0745083313709422,203,130,130,130,128,TRUE,exam_math_area_institution,-0.00453606460014689,-0.00513346475837278,0.0563537824288919,-0.00655975611986195,-0.0076713221546697,0.0324531747958405,0
5614,-0.0695924391698085,,,,,2,,,,,FALSE,,,,,,,,
5620,-0.169259820017904,-0.0091259829045289,-0.0135766897932271,0.018248019352184,0.0260436721903792,30,7,7,7,6,TRUE,exam_math_area_institution,-0.0232788045653014,0.0211647362828834,0.000728950693396876,0.0107043325044272,-0.0228959913513061,-0.0135767764359001,1.73472347597681e-18
5652,0.0868546124755141,0.0027100658365784,-0.0272269124325548,-0.043876436346698,0.0326379703452124,250,218,218,218,217,TRUE,exam_math_area_institution,0.00746360367186209,-0.00171263866831696,-0.00391224825551618,-0.0190244456333672,-0.0100412701898895,-0.0272269990752278,0
5653,-0.051316990656966,-0.12820700406243,-0.156785007883453,-0.144866931791012,-0.0886108038470442,214,125,125,125,121,TRUE,exam_math_area_institution,-0.00912166951609544,-0.00327043029831021,-0.135515068606402,-0.0177116604365386,0.00883373433122012,-0.156785094526126,0
5654,0.144148276890758,0.0010829264212884,-0.0440066774138661,-0.0750782106204581,-0.144133593957703,917,850,850,850,843,TRUE,exam_math_area_institution,0.0143407843278243,-0.0278822529351518,0.00435534082363399,-0.0303347455552573,-0.00448589071758822,-0.0440067640565391,0
5655,0.0434797321177028,-0.0073327403442092,-0.0473703729484997,-0.0750592826512166,0.0894658604388659,747,578,578,578,570,TRUE,exam_math_area_institution,0.00225714862668525,0.00900538378643184,-0.0170156849440776,-0.0287000466893864,-0.0129172603708257,-0.0473704595911727,0
5656,-0.162880237696793,-0.0233881492744293,-0.0412164074375939,-0.0425942413868516,-0.12728900519809,784,361,361,361,352,TRUE,exam_math_area_institution,-0.0225130385669201,0.00246609299250329,-0.00390548933561741,-0.00862889147451589,-0.00863516769571673,-0.0412164940802669,0
5658,0.0234387653135166,-0.0300222257558564,-0.0625799481068029,-0.0598944981231176,-0.184631778333261,210,144,144,144,142,TRUE,exam_math_area_institution,-0.000148446313684103,-0.0215158777471369,-0.019887431271503,-0.0138033679958022,-0.00722491142134964,-0.0625800347494759,0
5659,0.0993209038636934,0.0710858800065259,0.046914011018884,-0.0198898714966733,0.427850684802222,284,275,275,275,274,TRUE,exam_math_area_institution,0.00895998095653031,0.0438125850866876,0.0424607342361012,-0.0330710761021713,-0.0152482998009368,0.046913924376211,0
5661,0.0931812594447072,0.0023014192575441,-0.0304000317234904,-0.0518712558043457,-0.0842496619086368,290,261,261,261,256,TRUE,exam_math_area_institution,0.00822301563473281,-0.0161020427270607,0.00451111476528468,-0.0214929490744936,-0.00553925696462649,-0.0304001183661634,0
5662,0.0385554951742501,-0.0057846191257786,-0.0374497056617996,-0.0473784387882682,-0.152229764459735,203,148,148,148,144,TRUE,exam_math_area_institution,0.00166607337607033,-0.0190852987506532,0.00440769657889489,-0.0165767624092842,-0.00786150109950036,-0.0374497923044726,0
5663,-0.0843256061723723,-0.0477526313703039,-0.0746013870453378,-0.0554817679625253,-0.0824630304538309,907,520,520,520,515,TRUE,exam_math_area_institution,-0.0130838216042807,0.000504518581380697,-0.0410063735747528,-0.00669189270614793,-0.01432390438421,-0.0746014736880108,0
5666,0.0842383755953614,0.023876208943046,-0.0263554138001352,-0.0703593257265345,0.14874490503222,1889,1749,1749,1749,1738,TRUE,exam_math_area_institution,0.00714956661650464,0.0122418462099342,0.0113893655287351,-0.0370643839520526,-0.0200718948459294,-0.0263555004428082,0
5669,0.095174000533474,0.0095828909406613,-0.0098315414098084,0.0061923915736438,0.114686592484523,111,104,104,104,102,TRUE,exam_math_area_institution,0.0084622120730804,0.00720930499561681,-0.00312019626805921,-0.00137697011267144,-0.0210059787404479,-0.00983162805248136,0
5670,0.0967247951317189,0.0024525754718241,-0.0301193736528997,-0.0588601476984408,-0.0181643565295502,247,239,239,239,238,TRUE,exam_math_area_institution,0.00864835996083154,-0.00862432490990453,-0.000836885625219511,-0.0247599896625552,-0.00454662005872497,-0.0301194602955727,0
5684,-0.147531055280472,,,,,6,,,,,FALSE,,,,,,,,
5694,-0.0149788870892381,,,,,1,,,,,FALSE,,,,,,,,
5697,-0.243928511603421,0.0280766533281875,0.0314754660922935,0.0219729994439751,0.275732345129208,35,8,8,8,8,TRUE,exam_math_area_institution,-0.0322415770920539,0.057551098227256,0.0288391100068707,-0.000666291270076985,-0.0220069604223752,0.0314753794496205,0
5703,-0.134767355049486,-0.0103349689560706,-0.0266088216333359,-0.0282150318309092,-0.0325118064752292,95,41,41,41,40,TRUE,exam_math_area_institution,-0.0191385402746804,0.0110631073732696,0.00162008265626971,-0.00752594628658895,-0.0126276117442789,-0.0266089082760089,0
5713,-0.006514775262023,-0.0492046198572567,-0.0778239695932122,-0.0633484493820844,-0.135591523908648,205,144,144,144,139,TRUE,exam_math_area_institution,-0.00374388591291616,-0.0129572874781492,-0.0438314204585604,-0.00936172394825442,-0.00792973843800496,-0.0778240562358852,0
5720,-0.113180475713858,-0.0034295722778328,-0.0086928941928709,0.0051929815457905,0.0073886269636249,73,31,31,31,31,TRUE,exam_math_area_institution,-0.0165473834599651,0.0137816687450945,0.00489526201356958,0.00355534209107559,-0.0143778702253184,-0.00869298083554386,0
5729,0.0204997759435034,0.0236389625869296,0.0121270575484694,0.0009030138495948,0.0622717828557744,59,39,39,39,38,TRUE,exam_math_area_institution,-0.00050122460164705,0.00791618183570365,0.0224387526685009,-0.00741233729451639,-0.0103144017022447,0.0121269709057964,-1.73472347597681e-18
5761,-0.0299286825325282,,,,,1,,,,,FALSE,,,,,,,,
5773,-0.0061473806771636,,,,,1,,,,,FALSE,,,,,,,,
5806,-0.220639615383206,,,,,14,,,,,FALSE,,,,,,,,
5808,0.0436913728030416,0.0569739233955964,0.042549563880948,-0.0024187297563418,0.40641605627309,131,128,128,128,128,TRUE,exam_math_area_institution,0.00228255267863553,0.0464193058378618,0.0317665470904503,-0.0212606475220733,-0.0166582808465993,0.0425494772382751,0
5810,0.0848004211095783,0.0360298432849018,0.0176211015279384,-0.0419479981457332,0.3131423628927,254,245,245,245,243,TRUE,exam_math_area_institution,0.00721703111851535,0.031606129248393,0.0122293869378514,-0.0303007102544318,-0.00313082216506245,0.0176210148852654,0
5812,0.0633357372110436,0.0833698199175733,0.125299260189458,0.068584415021659,0.607236270981682,220,217,217,217,217,TRUE,exam_math_area_institution,0.00464054189584187,0.0683227540614192,0.0447876564578781,-0.00197078037812106,0.00951900150976695,0.125299173546785,0
5813,0.098621080939874,0.06266298200927,0.0335873968853564,-0.0246670377263955,0.547898658049591,274,270,270,270,269,TRUE,exam_math_area_institution,0.00887597849790927,0.0580555161939408,0.023217974265615,-0.033040220439788,-0.0235219382749936,0.0335873102426834,0
5814,0.137767103369475,0.0055331094902355,-0.032079053295822,-0.0605539550756177,-0.0484404311583254,356,332,332,332,330,TRUE,exam_math_area_institution,0.0135748273315176,-0.015990989821618,0.00228527316342829,-0.0263687335989,-0.00557951701292282,-0.032079139938495,0
5816,0.118794805656044,0.0823737206869786,0.0675527721244525,0.0054221850410441,0.0174563354944995,262,251,251,251,251,TRUE,exam_math_area_institution,0.0112975088851302,-0.00645584807340078,0.0868860312961847,-0.024085995612131,-8.90110140035344e-05,0.0675526854817796,0
5823,0.130774281181374,0.028552640953616,-0.0063812712499998,-0.0459960240590973,-0.0424330247823911,804,692,692,692,685,TRUE,exam_math_area_institution,0.0127354517744918,-0.0146355867015663,0.028816858667037,-0.0277138509465783,-0.00558423068605707,-0.00638135789267276,0
5824,-0.0941832400627901,,,,,4,,,,,FALSE,,,,,,,,
5879,-0.0437235524972872,0.0238160687979614,0.0107265679464997,0.003479993320249,-0.0692810359427511,226,158,158,158,156,TRUE,exam_math_area_institution,-0.00821019969553192,-0.00168885738384288,0.0375985838551928,-0.00547937895357001,-0.0114936665184213,0.0107264813038267,0
5897,-0.0090122970164167,-0.0230743095420627,-0.0397298938814401,-0.0217938535281793,0.0732301840669568,178,136,136,136,132,TRUE,exam_math_area_institution,-0.0040436731314937,0.0119363302409423,-0.0302203521164338,-0.00190493690708785,-0.01549734861004,-0.0397299805241131,0
5921,-0.178916516706814,-0.0111999451593557,-0.0231506773705998,-0.0174066525032553,-0.0968543417321729,383,179,179,179,170,TRUE,exam_math_area_institution,-0.0244379353059736,0.00754178798534196,0.00882115680637413,-0.00237149495209112,-0.0127042785469241,-0.0231507640132728,0
5923,-0.27822106567468,0.0092918266291263,0.0092430206285151,0.0013121358109714,-0.187002656129015,43,8,8,8,8,TRUE,exam_math_area_institution,-0.036357845302674,0.00606713904201101,0.0465164610103248,-0.000406330185888563,-0.0065764905779311,0.00924293398584215,-1.73472347597681e-18
5957,0.0730942508892279,-0.0259495957635407,-0.0581331259028137,-0.0747717503179618,-0.210682472343155,328,287,287,287,286,TRUE,exam_math_area_institution,0.00581189412446099,-0.029179065573637,-0.0165564742266627,-0.0211191152480243,0.0029095483783763,-0.0581332125454867,0
5959,-0.0104084040913623,0.0235998694755025,0.0122326644333105,-0.0096001816997371,-0.118372184113899,77,54,54,54,53,TRUE,exam_math_area_institution,-0.00421125327613031,-0.0105639558232046,0.0389596885887241,-0.0105377586648872,-0.00141414303386445,0.0122325777906375,0
5992,-0.0954424530567166,-0.0441506608569067,-0.0700543405567492,-0.0651199821339882,-0.217997852029531,130,73,73,73,73,TRUE,exam_math_area_institution,-0.0144182198336243,-0.0144760347405959,-0.025263323388162,-0.010927745623342,-0.00496910361369798,-0.0700544271994222,0
6007,0.106509008198815,-0.0275956705194752,-0.044389841600248,-0.0501071428957868,-0.0080554767408357,108,87,87,87,86,TRUE,exam_math_area_institution,0.00982279698673319,-0.00833413946922545,-0.0369482889436684,-0.0118552930341363,0.00292499621737604,-0.044389928242921,0
6027,-0.139011324199142,-0.0383299038642701,-0.0574224499455595,-0.0655601163406392,-0.118605354505354,68,33,33,33,32,TRUE,exam_math_area_institution,-0.0196479603447423,0.00128700784205855,-0.0234715237694407,-0.0133663204506149,-0.00222373986549311,-0.0574225365882325,0
6051,-0.002800201335181,-0.0576726888712771,-0.0763521236076519,-0.0465297161581251,-0.174014364044376,274,182,182,182,175,TRUE,exam_math_area_institution,-0.00329801120380918,-0.0178383245213702,-0.0507792226030628,0.000325005085877257,-0.00476165700796002,-0.0763522102503249,0
6052,0.124814935231022,-0.0749124754187862,-0.102461511193535,-0.0793064443095078,-0.0786091150187451,188,156,156,156,155,TRUE,exam_math_area_institution,0.012020128376866,-0.0183577322198444,-0.0871093445154353,-0.00847817044228658,-0.000536479035507687,-0.102461597836208,0
6070,-0.0614632742362235,-0.0657502526401522,-0.0902636395177974,-0.0759842828962288,-0.0950204717090713,233,131,131,131,127,TRUE,exam_math_area_institution,-0.0103395672692475,-0.00309027662001735,-0.0623280681285806,-0.00934654535839257,-0.00515926878423229,-0.0902637261604703,0
6084,0.104228355328385,-0.031221716914514,-0.0641678574861304,-0.0722472220650939,-0.0224678341405463,438,397,397,397,395,TRUE,exam_math_area_institution,0.00954904138105556,-0.00982565984803434,-0.0398179119341048,-0.0196028844687333,-0.00447052925898653,-0.0641679441288034,0
6085,-0.137671120333577,-0.0558665972409569,-0.0731903398767819,-0.0851286047184316,-0.143131509060441,430,206,206,206,194,TRUE,exam_math_area_institution,-0.0194870904790533,-0.00173344777170664,-0.0418145139361656,-0.0156532223622367,0.00549784802970739,-0.0731904265194549,0
6087,0.0706361484481541,-0.0363300845772991,-0.0620063422469041,-0.0401861314886712,0.0421618367923099,100,73,73,73,73,TRUE,exam_math_area_institution,0.00551683855888211,0.000910209839797473,-0.0485362273851354,-0.00526328288518673,-0.0146339670179345,-0.0620064288895771,0
6088,-0.0354616681830084,,,,,1,,,,,FALSE,,,,,,,,
6112,0.127458623064809,-0.017037068273871,-0.0485557915546331,-0.05753166561283,2.19445432425e-05,773,692,692,692,684,TRUE,exam_math_area_institution,0.0123374604766101,-0.00931518033054628,-0.0268782805072021,-0.0182937413391391,-0.00640613649702872,-0.0485558781973061,0
6113,-0.262706128791554,-0.0120324559280615,-0.0221858209936443,-0.0004896382048639,-0.200541498314878,350,105,105,105,104,TRUE,exam_math_area_institution,-0.0344955272802519,0.00303508276563437,0.0219489795156923,0.00559423399647272,-0.0182686766338648,-0.0221859076363173,0
6115,-0.160954469442902,-0.107191582710787,-0.146110434493317,-0.122923474119124,-0.144575746524937,97,42,42,42,42,TRUE,exam_math_area_institution,-0.0222818811375831,0.00024656373937535,-0.0992294097636976,-0.0147661495571925,-0.0100796444168921,-0.14611052113599,0
6118,0.123352246982208,-0.0416086580857949,-0.0679777591222775,-0.051968435183843,-0.122161489344146,230,201,201,201,200,TRUE,exam_math_area_institution,0.0118445562358079,-0.0233663924027503,-0.0451529640663267,-0.00760965836229925,-0.00369338716938211,-0.0679778457649505,0
6119,-0.158287142030469,0.0070189321778233,-0.0036111390395653,-0.0090857621592704,0.0218407574979642,56,24,24,24,24,TRUE,exam_math_area_institution,-0.0219617114875682,0.0196548507603479,0.0189084535677375,-0.00546103249469611,-0.0147517860280594,-0.00361122568223826,0
6120,0.144357870747258,-0.0357142575112683,-0.0707552900756355,-0.0743769084017022,0.0600482404673058,253,236,236,236,235,TRUE,exam_math_area_institution,0.0143659426909739,-0.00378667317361368,-0.0543651207376355,-0.0196459606520186,-0.00732356484601458,-0.0707553767183085,0
6122,0.104789754598935,0.0524045704255257,0.0369638748951264,-0.0182436886786396,-0.0955268703328973,138,121,121,121,121,TRUE,exam_math_area_institution,0.00961642831193357,-0.0185061669331122,0.062343074010559,-0.0235775052378826,0.00708795810095572,0.0369637882524534,0
6124,-0.1384693663321,,,,,5,,,,,FALSE,,,,,,,,
6135,-0.214908327273917,-0.104353298750305,-0.131707252966206,-0.104816634832486,-0.0734376111316692,137,47,47,47,44,TRUE,exam_math_area_institution,-0.028758171861471,0.0136318357166331,-0.0978986108728233,-0.00855584471199637,-0.0101265478792214,-0.131707339608879,0
6161,0.0319829795374152,0.0201543131560756,0.0342830080180667,0.0058304413104395,0.310972690971769,56,55,55,55,55,TRUE,exam_math_area_institution,0.000877148843838386,0.0362284011116507,-0.00223018473509002,-0.00576689961824176,0.00517445577323649,0.0342829213753937,0
6163,-0.0953026785760861,-0.0267864830763377,-0.0566860642537496,-0.0455715694720417,-0.102336744630261,292,151,151,151,149,TRUE,exam_math_area_institution,-0.0144014421608362,-0.000828765384107597,-0.0144983454216687,-0.00911678501395824,-0.0178408129158518,-0.0566861508964226,0
6167,-0.058228415529899,,,,,1,,,,,FALSE,,,,,,,,
6188,0.14163792225431,-0.0043336479779552,-0.0191269723573325,-0.0198068827343276,0.0543857448875022,102,97,97,97,96,TRUE,exam_math_area_institution,0.0140394567286632,-0.00420421339837957,-0.0175630875462416,-0.00734395483933961,-0.00405525994470797,-0.0191270590000055,0
6210,-0.15200480172567,-0.0054961096920591,-0.0202334791469271,-0.0358197953582706,-0.11483521129094,68,23,23,23,23,TRUE,exam_math_area_institution,-0.0212076178253928,0.00293243341701917,0.0149641028872748,-0.0116095079256285,-0.0053129763428727,-0.0202335657896001,0
6223,0.101306209682741,0.0062147597422633,-0.0295614836514894,-0.0422788208049072,0.0897558477415198,356,296,296,296,295,TRUE,exam_math_area_institution,0.00919828491062843,0.00369844811620257,-0.00543595816447602,-0.0198468146801853,-0.017175530476332,-0.0295615702941624,0
6230,-0.0427598223255689,-0.0065228320678196,-0.0242681374378867,-0.0257085450630663,-0.18264920572566,66,40,40,40,39,TRUE,exam_math_area_institution,-0.00809451942682939,-0.0151672448649657,0.0116226426627609,-0.00713737731599567,-0.00549172513552978,-0.0242682240805597,0
6252,-0.0297379287944558,-0.0412939739771024,-0.062917940269228,-0.0706760905233834,-0.0825846798986621,490,297,297,297,289,TRUE,exam_math_area_institution,-0.00653145106298525,-0.00455187939834222,-0.0373380754683607,-0.0150484089584527,0.000551787976239865,-0.062918026911901,0
6253,0.0073234214009271,-0.0452955816731769,-0.0796479264598785,-0.0748117434680007,-0.0362734887891063,610,424,424,424,421,TRUE,exam_math_area_institution,-0.0020828335195119,-0.00250548488837186,-0.0482161132852087,-0.0158440457592826,-0.0109995356501764,-0.0796480131025515,0
6267,-0.103391336258927,-0.0003257388708127,-0.0050970698088664,-0.0058823565327542,0.0029157848882396,21,9,9,9,7,TRUE,exam_math_area_institution,-0.015372355100633,0.0123492217893438,0.00815050255117566,-0.00191487974163793,-0.00830964594978793,-0.00509715645153935,-8.67361737988404e-19
6269,-0.0004748700132127,-0.0447393636484191,-0.0822598309564919,-0.10197921841085,-0.13898863674476,184,115,115,115,113,TRUE,exam_math_area_institution,-0.0030188926703839,-0.0139163844570579,-0.0388333408683735,-0.0264259089496651,-6.53906536843552e-05,-0.0822599175991649,0
6270,0.0042198393562737,0.0055831113292254,-0.0056823745050483,-0.0090025495034156,-0.0859964544183721,46,30,30,30,30,TRUE,exam_math_area_institution,-0.00245536850430514,-0.00809136172213049,0.0145990658362395,-0.00486190205296785,-0.00487289470455727,-0.00568246114772126,0
6301,-0.059397553933429,-0.101330871053868,-0.122375841865016,-0.106083029473754,-0.0793757666658523,187,90,90,90,87,TRUE,exam_math_area_institution,-0.0100916108529142,-0.00143335715722829,-0.104721643942466,-0.0104621497754239,0.0043328332203431,-0.122375928507689,0
6302,0.123422650744895,-0.0155553345512116,-0.0392405639866378,-0.0324957114837349,0.0409648249121456,469,414,414,414,406,TRUE,exam_math_area_institution,0.0118530070723847,-0.0041068272022869,-0.0281600961582558,-0.00882948286588665,-0.00999725147526612,-0.0392406506293108,0
6336,0.0610391213450671,-0.0658010624245211,-0.09464741145701,-0.0820574602987073,-0.136995880852165,253,216,216,216,212,TRUE,exam_math_area_institution,0.00436487018992342,-0.0193628141752686,-0.0675270136905497,-0.0119299476902986,-0.000192592733489497,-0.0946474980996829,0
6348,-0.0214183292185313,-0.0358583134877241,-0.0649133668378317,-0.0570465891433228,-0.0715619672767471,247,156,156,156,154,TRUE,exam_math_area_institution,-0.00553281727244564,-0.00401848544527275,-0.0325311252536437,-0.0113191491855381,-0.0115118763236044,-0.0649134534805047,0
6397,-0.16045901781661,-0.0123510524000498,-0.025680766460852,0.0080117064006361,-0.0368032186029003,46,19,19,19,19,TRUE,exam_math_area_institution,-0.0222224101581114,0.0129292983578435,0.00142045249195897,0.00789778255117633,-0.0257059763463924,-0.025680853103525,0
6398,0.0773918177704129,0.0156479708030664,0.0021243821164823,-0.0234841969416388,0.238003331146616,105,87,87,87,84,TRUE,exam_math_area_institution,0.00632774773802608,0.0234161189364102,-0.00474461031867435,-0.0159602301273385,-0.00691473075461408,0.00212429547380934,4.33680868994202e-19
6452,-0.0657295798736733,-0.0441978085169963,-0.0701441346703225,-0.06595413574404,-0.114109072252901,95,49,49,49,48,TRUE,exam_math_area_institution,-0.0108516684745335,-0.00495067942867381,-0.0356723025964785,-0.0119320974636016,-0.00673747334970804,-0.0701442213129955,0
6465,-0.20853930602278,-0.0319068673149616,-0.048577125856083,-0.0476076241362758,0.0329080540821607,18,3,3,3,3,TRUE,exam_math_area_institution,-0.0279936735492619,0.0256035338782166,-0.0233477626264212,-0.0087538386259755,-0.014085471575314,-0.048577212498756,0
6496,-0.122954280149171,,,,,5,,,,,FALSE,,,,,,,,
6497,-0.102951714953453,0.0285739396386732,0.0043560695255269,-0.0418847378484206,-0.0823882862565937,417,233,233,233,227,TRUE,exam_math_area_institution,-0.0153195856510121,0.00223376035306899,0.0482335580633493,-0.0251103813877971,-0.00568136849475507,0.00435598288285394,0
6500,0.0904268918402743,-0.0159006803895584,-0.0393631584904165,-0.0551090545382712,-0.0619716781383762,369,317,317,317,312,TRUE,exam_math_area_institution,0.00789239821303452,-0.0132164875398837,-0.0180518693494705,-0.0172031749253114,0.00121588846854166,-0.0393632451330894,-6.93889390390723e-18
6572,-0.064483007264071,,,,,1,,,,,FALSE,,,,,,,,
6584,-0.13039377293379,-0.0097077286070563,-0.0261195503017152,-0.0675487214839495,-0.112014453253511,272,139,139,139,136,TRUE,exam_math_area_institution,-0.0186135622578209,0.00126946124455611,0.00838755010450525,-0.0232316589798732,0.00606857294424464,-0.0261196369443882,3.46944695195361e-18
