cohort_gr8,income_measure_key,income_measure_label,income_measure_order,outcome,outcome_key,outcome_label,plot_order,target_percentile,target_percentile_label,window_lower_percentile,window_upper_percentile,n_students_total,n_students,income_4to_cutpoint,log_income_4to_cutpoint,mean_income_4to,mean_log_income_4to,mean_attended_va_eb,sd_attended_va_eb,se_attended_va_eb
2017,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,10,p10,7.5,12.5,165452,8273,250000,12.4292161968444,238142.149159918,12.3711006036187,-0.0859204168009601,0.103901088818234,0.00114232211991691
2018,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,10,p10,7.5,12.5,179348,8967,250000,12.4292161968444,244262.295081967,12.4024867752318,-0.0869712938799632,0.103806202334475,0.00109622504032368
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,10,p10,7.5,12.5,180741,9037,250000,12.4292161968444,247438.309173398,12.417783701076,-0.0864124260742577,0.102792554997945,0.00108130825822147
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,10,p10,7.5,12.5,184129,9207,250000,12.4292161968444,248512.001737808,12.4225754525129,-0.0860266066537524,0.103606450056252,0.00107976121068674
2013,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,173561,8678,250000,12.4292161968444,250000,12.4292161968444,-0.0896770607496559,0.104560802155641,0.00112242952851792
2014,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,180650,9032,250000,12.4292161968444,250000,12.4292161968444,-0.0880480279585109,0.103794109045469,0.00109214610403051
2015,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,177189,8859,250000,12.4292161968444,250000,12.4292161968444,-0.0879343226594773,0.105846843726297,0.00112456758577442
2016,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,177738,8886,250000,12.4292161968444,250000,12.4292161968444,-0.0884824868421093,0.102913601114772,0.00109174100069809
2017,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,165452,8273,250000,12.4292161968444,250000,12.4292161968444,-0.0859886142563715,0.104903120841741,0.00115333878353744
2018,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,25,p25,22.5,27.5,179348,8967,250000,12.4292161968444,250000,12.4292161968444,-0.0868271292060483,0.104906267138983,0.00110784205893685
