spec,outcome_group,beta,se,p_value,n_obs,fs_beta,fs_se,fs_f
exam_adj_eb,Exam taking,0.477779322026024,0.0530690026750541,2.19666630184244e-19,135898,0.424604679770078,0.00549077663870759,5980.01121336303
