cohort_gr8,income_measure_key,income_measure_label,income_measure_order,outcome,outcome_key,outcome_label,plot_order,target_percentile,target_percentile_label,window_lower_percentile,window_upper_percentile,n_students_total,n_students,income_4to_cutpoint,log_income_4to_cutpoint,mean_income_4to,mean_log_income_4to,mean_attended_va_eb,sd_attended_va_eb,se_attended_va_eb
2019,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,200814,10040,1100000,13.9108207377686,1169133.46613546,13.9517053632197,0.0902383456517831,0.12870713624914,0.00128450491654293
2020,school_median_for_everyone,School median for everyone,2,z_year_leng_max,language,Language,2,90,p90,87.5,92.5,204557,10228,1100000,13.9108207377686,1166992.56941729,13.950360014807,0.0889578164786194,0.126402283675642,0.00124985479478939
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,187728,9387,150000,11.9183905730784,150000,11.9183905730784,-0.0391352845387472,0.110988916512316,0.00114555567953369
2018,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,202030,10101,150000,11.9183905730784,150000,11.9183905730784,-0.0368771888099602,0.110812856791487,0.00110257455506166
2019,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,203178,10159,150000,11.9183905730784,150000,11.9183905730784,-0.0396540254611071,0.109677140947747,0.00108815469600261
2020,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,207105,10356,150000,11.9183905730784,150000,11.9183905730784,-0.0428213908676764,0.112196619409783,0.00110251307994191
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,187728,9387,2e+05,12.2060726455302,199818.898476617,12.173087968885,-0.0293626844151889,0.110721894833738,0.00114279965478756
2018,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,202030,10102,250000,12.4292161968444,250000,12.4292161968444,-0.0251382837269192,0.108253961633072,0.00107706054374559
2019,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,203178,10158,250000,12.4292161968444,250000,12.4292161968444,-0.0277034181330821,0.107448242421581,0.00106609329438554
2020,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,207105,10355,250000,12.4292161968444,250000,12.4292161968444,-0.0326065202140789,0.109317559651831,0.00107427353411351
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,187728,9387,350000,12.7656884334656,344087.567913071,12.7458757693933,-0.00362362267632802,0.103324653629674,0.00106645012421749
2018,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,202030,10101,350000,12.7656884334656,350000,12.7656884334656,-0.0037877656300201,0.103071447818129,0.00102554846980865
2019,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,203178,10159,350000,12.7656884334656,350000,12.7656884334656,-0.00835191244382159,0.103360646162763,0.00102548599947056
2020,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,207105,10356,350000,12.7656884334656,350000,12.7656884334656,-0.00975700350020136,0.105166842396178,0.00103343416163452
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,187728,9387,550000,13.2176735572087,610618.4084372,13.3151612102639,0.0274692378125848,0.0894248677425866,0.000922985540837325
2018,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,202030,10102,550000,13.2176735572087,617835.577113443,13.3267640044418,0.0269026480695002,0.0900395091159178,0.000895837909153704
2019,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,203178,10158,7e+05,13.4588356140255,678758.121677496,13.4247161748356,0.028664198742542,0.0870564339444087,0.000863767320614737
2020,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,207105,10355,7e+05,13.4588356140255,7e+05,13.4588356140255,0.0282485789621106,0.0877685643930869,0.000862509611035315
2017,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,187728,9387,1500000,14.2209756660724,1496260.78619367,14.2059100347637,0.0549523090528292,0.0587490583961075,0.000606369713551074
2018,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,202030,10101,1500000,14.2209756660724,1450955.35095535,14.1754708298442,0.0541263335040969,0.0607143826921649,0.000604100782354343
2019,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,203178,10159,1500000,14.2209756660724,1541628.11300325,14.2383362373122,0.0529446676236861,0.0619210327462884,0.000614345541668579
2020,direct_or_school_median,Direct income + school median fallback,1,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,207105,10356,1500000,14.2209756660724,1580137.1185786,14.2630922518012,0.0528445375795925,0.0619859897146134,0.000609112509744184
2013,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,195007,9750,250000,12.4292161968444,241343.58974359,12.3874064732788,-0.0479093852052348,0.111791623234307,0.00113215777759568
2014,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,202366,10118,250000,12.4292161968444,240467.483692429,12.3830380126644,-0.0486777917252326,0.111730834201353,0.00111077399523256
2015,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,198472,9924,250000,12.4292161968444,244039.701733172,12.4010618711938,-0.0459364619016298,0.112079549604616,0.00112507895014179
2016,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,198852,9943,250000,12.4292161968444,245403.801669516,12.4083469597365,-0.0428583897557923,0.110475328218089,0.0011079153533286
2017,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,185235,9262,250000,12.4292161968444,250000,12.4292161968444,-0.0353528052408775,0.109226003609135,0.00113494196756919
2018,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,199654,9982,250000,12.4292161968444,250000,12.4292161968444,-0.0359138283237793,0.109264894078306,0.00109363365439272
2019,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,201096,10055,250000,12.4292161968444,250000,12.4292161968444,-0.0350070949713956,0.107792161571692,0.0010749695031719
2020,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,10,p10,7.5,12.5,204926,10246,250000,12.4292161968444,250000,12.4292161968444,-0.0373329927829273,0.109716929763749,0.00108391810466514
2013,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,195007,9750,250000,12.4292161968444,250000,12.4292161968444,-0.0473427859524128,0.110789957985768,0.00112201351929733
2014,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,202366,10118,250000,12.4292161968444,250000,12.4292161968444,-0.0442873535225266,0.110058602975274,0.00109414947995688
2015,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,198472,9923,250000,12.4292161968444,250000,12.4292161968444,-0.0466289264096202,0.110582210614093,0.00111010426665602
2016,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,198852,9943,250000,12.4292161968444,250000,12.4292161968444,-0.0420966955145647,0.110023943793852,0.00110338858937206
2017,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,185235,9262,250000,12.4292161968444,250000,12.4292161968444,-0.0373124491338299,0.109970588737908,0.00114267877824749
2018,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,199654,9982,250000,12.4292161968444,250000,12.4292161968444,-0.0355952194157669,0.10749422039411,0.0010759109599416
2019,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,201096,10055,250000,12.4292161968444,250000,12.4292161968444,-0.0348174201204889,0.107350782465947,0.0010705678001993
2020,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,25,p25,22.5,27.5,204926,10246,250000,12.4292161968444,250000,12.4292161968444,-0.0367368781918671,0.108005019067404,0.0010670057557566
2013,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,195007,9750,350000,12.7656884334656,350000,12.7656884334656,-0.0103887475775684,0.106665569387472,0.00108024421231087
2014,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,202366,10119,350000,12.7656884334656,350000,12.7656884334656,-0.0071919621777826,0.10503680729966,0.00104417361400772
2015,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,198472,9923,350000,12.7656884334656,350000,12.7656884334656,-0.00502132718297077,0.104905882949828,0.00105312118118463
2016,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,198852,9943,350000,12.7656884334656,350000,12.7656884334656,-0.00233037072961372,0.10202533462776,0.00102317355816714
2017,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,185235,9262,350000,12.7656884334656,350000,12.7656884334656,-0.000197547151773609,0.101592962568688,0.00105562881565729
2018,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,199654,9983,350000,12.7656884334656,350000,12.7656884334656,-0.00107294305478132,0.101873960314077,0.0010196066374289
2019,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,201096,10055,350000,12.7656884334656,350000,12.7656884334656,-0.000348163987672302,0.10096472338027,0.00100688210485317
2020,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,50,p50,47.5,52.5,204926,10247,350000,12.7656884334656,350000,12.7656884334656,-0.00143760437946732,0.102008109461926,0.00100771176894519
2013,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,195007,9750,450000,13.0170028617465,451456.41025641,13.0200182226678,0.0132465407022505,0.0997443208701539,0.0010101500038823
2014,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,202366,10118,450000,13.0170028617465,462546.946036766,13.0422668271488,0.0204561533137755,0.0963230599985479,0.000957597345015768
2015,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,198472,9923,450000,13.0170028617465,478313.010178374,13.0738982835207,0.0249602771357012,0.0928736515021229,0.000932332933298144
2016,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,198852,9943,450000,13.0170028617465,484531.831439204,13.0863805078534,0.0275436250973156,0.0925050537833219,0.000927698256254195
2017,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,185235,9262,550000,13.2176735572087,510597.063269272,13.1386788255365,0.0375602493709218,0.084882098235911,0.000881990115906875
2018,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,199654,9982,550000,13.2176735572087,502890.202364256,13.1232260976791,0.0330986285631811,0.0873563407653742,0.000874350677694752
2019,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,201096,10055,550000,13.2176735572087,502978.617603183,13.1233903873473,0.0341961853290841,0.0866798220285374,0.000864424313070981
2020,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,75,p75,72.5,77.5,204926,10246,550000,13.2176735572087,505470.427483896,13.1284055070119,0.0334363797792591,0.0896049762008565,0.000885227614200773
2013,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,195007,9750,1100000,13.9108207377686,1105866.66666667,13.8951778421671,0.0554598024555852,0.0582205437804556,0.000589622366594855
2014,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,202366,10118,1100000,13.9108207377686,1102213.87626013,13.8936356433826,0.0561166272237236,0.0566583213299225,0.000563269668544604
2015,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,198472,9924,1100000,13.9108207377686,1156852.0757759,13.9380152481551,0.0571711909780036,0.0555886935412146,0.000558011423044902
2016,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,198852,9943,1100000,13.9108207377686,1175419.89339234,13.9550854767129,0.0575548351012636,0.0559099887549181,0.000560700166680845
2017,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,185235,9262,1200000,13.9978321147582,1262869.790542,14.0238298271788,0.0587146437780877,0.0529140838003811,0.000549817922437498
2018,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,199654,9982,1100000,13.9108207377686,1175566.0188339,13.957248030617,0.058161992864446,0.0547884115982171,0.00054837787836585
2019,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,201096,10055,1100000,13.9108207377686,1167120.83540527,13.9500675443941,0.0577836119803303,0.0578770922866405,0.000577185838313715
2020,school_median_for_everyone,School median for everyone,2,admission_exam_taker,exam_taking,Exam taking,3,90,p90,87.5,92.5,204926,10246,1100000,13.9108207377686,1164337.3023619,13.9482000045617,0.0573773706493492,0.0574669310702035,0.000567728673602731
2017,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,187728,9387,150000,11.9183905730784,150000,11.9183905730784,-0.0114633887324626,0.0544880021008465,0.000562389851478023
2018,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,202030,10101,150000,11.9183905730784,150000,11.9183905730784,-0.0106381706632394,0.0544734202550535,0.000542003959102123
2019,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,203178,10159,150000,11.9183905730784,150000,11.9183905730784,-0.010636007282777,0.0537972666494412,0.000533746119116868
2020,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,207105,10356,150000,11.9183905730784,150000,11.9183905730784,-0.0120016413158283,0.0550965411145553,0.000541412544851221
2017,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,187728,9387,2e+05,12.2060726455302,199818.898476617,12.173087968885,-0.00935573777129574,0.0542504781319136,0.00055993828297743
2018,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,202030,10102,250000,12.4292161968444,250000,12.4292161968444,-0.0079416506708219,0.0527929053903715,0.000525257039353391
2019,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,203178,10158,250000,12.4292161968444,250000,12.4292161968444,-0.00847848801125831,0.0525330178133983,0.000521228609817179
2020,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,207105,10355,250000,12.4292161968444,250000,12.4292161968444,-0.0096391332461444,0.0535550891149751,0.00052629069873629
2017,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,187728,9387,350000,12.7656884334656,344087.567913071,12.7458757693933,-0.000118830265059285,0.0492144381103057,0.000507959541041773
2018,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,202030,10101,350000,12.7656884334656,350000,12.7656884334656,-0.000187561688101204,0.049270588744873,0.000490236413318222
2019,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,203178,10159,350000,12.7656884334656,350000,12.7656884334656,-0.00163623797255918,0.0501380820266237,0.000497441754356336
2020,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,207105,10356,350000,12.7656884334656,350000,12.7656884334656,-0.00259904606158771,0.0510189268587134,0.000501343395926121
2017,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,187728,9387,550000,13.2176735572087,610618.4084372,13.3151612102639,0.00979471800647705,0.0421699619095868,0.000435251022257576
2018,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,202030,10102,550000,13.2176735572087,617835.577113443,13.3267640044418,0.0091974003717905,0.0435042652228714,0.000432840764895235
2019,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,203178,10158,7e+05,13.4588356140255,678758.121677496,13.4247161748356,0.00956885969457863,0.042318516327302,0.000419881102455522
2020,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,207105,10355,7e+05,13.4588356140255,7e+05,13.4588356140255,0.0081959399410146,0.0433076938445184,0.000425588619695074
2017,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,90,p90,87.5,92.5,187728,9387,1500000,14.2209756660724,1496260.78619367,14.2059100347637,0.0122029795459303,0.0348507654085638,0.000359707018542218
2018,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,90,p90,87.5,92.5,202030,10101,1500000,14.2209756660724,1450955.35095535,14.1754708298442,0.0120310555049318,0.0351364883999176,0.000349603820221559
2019,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,90,p90,87.5,92.5,203178,10159,1500000,14.2209756660724,1541628.11300325,14.2383362373122,0.0121657915012274,0.0352487549751655,0.0003497182541688
2020,direct_or_school_median,Direct income + school median fallback,1,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,90,p90,87.5,92.5,207105,10356,1500000,14.2209756660724,1580137.1185786,14.2630922518012,0.0111582861233764,0.0357406617892773,0.000351209754052736
2013,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,195007,9750,250000,12.4292161968444,241343.58974359,12.3874064732788,-0.0162734049840319,0.0541642102818669,0.000548542280394445
2014,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,202366,10118,250000,12.4292161968444,240467.483692429,12.3830380126644,-0.0165312218108679,0.0551978971724792,0.000548750836856889
2015,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,198472,9924,250000,12.4292161968444,244039.701733172,12.4010618711938,-0.0153794291713362,0.0553646957070031,0.000555762883957819
2016,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,198852,9943,250000,12.4292161968444,245403.801669516,12.4083469597365,-0.0142492008093731,0.0535975521884307,0.000537509613487355
2017,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,185235,9262,250000,12.4292161968444,250000,12.4292161968444,-0.0126284757789425,0.0544439819912267,0.000565714738264545
2018,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,199654,9982,250000,12.4292161968444,250000,12.4292161968444,-0.0114926538641146,0.0541098549696647,0.00054158619681382
2019,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,201096,10055,250000,12.4292161968444,250000,12.4292161968444,-0.0115451128627291,0.0538183893748724,0.000536709965217099
2020,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,10,p10,7.5,12.5,204926,10246,250000,12.4292161968444,250000,12.4292161968444,-0.0116075942211765,0.0546351365892443,0.000539752742147013
2013,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,195007,9750,250000,12.4292161968444,250000,12.4292161968444,-0.0164488032282988,0.0536699450267742,0.000543536661578305
2014,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,202366,10118,250000,12.4292161968444,250000,12.4292161968444,-0.0157812528038029,0.054512727596879,0.000541939211826597
2015,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,198472,9923,250000,12.4292161968444,250000,12.4292161968444,-0.0170592521646614,0.0556123184689144,0.000558276703532523
2016,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,198852,9943,250000,12.4292161968444,250000,12.4292161968444,-0.014570130416853,0.0544780921842723,0.000546340216630592
2017,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,185235,9262,250000,12.4292161968444,250000,12.4292161968444,-0.0128761745488309,0.0549317380772401,0.000570782898168435
2018,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,199654,9982,250000,12.4292161968444,250000,12.4292161968444,-0.0113917708356992,0.0537123832429385,0.00053760789746448
2019,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,201096,10055,250000,12.4292161968444,250000,12.4292161968444,-0.0104321712942106,0.0532985507123102,0.00053152581545448
2020,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,25,p25,22.5,27.5,204926,10246,250000,12.4292161968444,250000,12.4292161968444,-0.0118925882859058,0.0543324171961551,0.000536762109511655
2013,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,195007,9750,350000,12.7656884334656,350000,12.7656884334656,-0.00182742344114131,0.0507593297316735,0.000514059714660462
2014,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,202366,10119,350000,12.7656884334656,350000,12.7656884334656,-0.00149001263778089,0.0497980712197329,0.000495043912061961
2015,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,198472,9923,350000,12.7656884334656,350000,12.7656884334656,0.000325060918167677,0.0494748142242329,0.000496663993759365
2016,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,198852,9943,350000,12.7656884334656,350000,12.7656884334656,0.000311837086565352,0.0492141381508754,0.000493550009198001
2017,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,185235,9262,350000,12.7656884334656,350000,12.7656884334656,0.00181227416504999,0.0493441553528111,0.000512723627283524
2018,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,199654,9983,350000,12.7656884334656,350000,12.7656884334656,0.000980635803937284,0.0487236707305523,0.00048765138729869
2019,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,201096,10055,350000,12.7656884334656,350000,12.7656884334656,0.00161549503797795,0.0486289430247574,0.000484957625497942
2020,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,50,p50,47.5,52.5,204926,10247,350000,12.7656884334656,350000,12.7656884334656,0.000786695125198784,0.0493348343436242,0.000487366087355902
2013,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,195007,9750,450000,13.0170028617465,451456.41025641,13.0200182226678,0.00771231849685623,0.0441069593845906,0.000446688541311353
2014,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,202366,10118,450000,13.0170028617465,462546.946036766,13.0422668271488,0.00840955899816862,0.043945917984594,0.000436889093711955
2015,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,198472,9923,450000,13.0170028617465,478313.010178374,13.0738982835207,0.010500416532625,0.0423429051355574,0.000425068728437978
2016,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,198852,9943,450000,13.0170028617465,484531.831439204,13.0863805078534,0.0110263152560629,0.0428848644740931,0.000430076113306217
2017,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,185235,9262,550000,13.2176735572087,510597.063269272,13.1386788255365,0.0148448142910014,0.0404053528540096,0.000419842612136196
2018,school_median_for_everyone,School median for everyone,2,higher_ed_enrolled_m1,higher_ed_enrollment,Higher-ed enrollment,4,75,p75,72.5,77.5,199654,9982,550000,13.2176735572087,502890.202364256,13.1232260976791,0.0129678760571948,0.0412474443619622,0.000412846172528249
