school_rbd,highinst_va,highpay_va,income_va,math_va,highinst_n,highpay_n,income_n,math_n,math_va_joint,highinst_va_joint,highpay_va_joint
97,-0.0707046467387269,-0.0625354365705224,0.0092874863071751,-0.118413697417097,196,193,196,92,-0.0917044719091655,-0.0707192254765607,-0.0620591719655588
103,-0.0324221416235016,-0.0603366651738254,-0.0742103631635327,-0.118067301966204,138,128,138,94,-0.0913580764582725,-0.0324367203613354,-0.0598604005688618
106,-0.066545582358156,0.0109313121133209,-0.0813963207960865,-0.215816744386742,280,272,280,83,-0.189107518878811,-0.0665601610959898,0.0114075767182845
107,-0.0837730964154744,0.0442555828686642,0.0174193639368289,-0.118589869484781,135,130,135,90,-0.0918806439768495,-0.0837876751533082,0.0447318474736278
108,-0.0633904956425376,-0.0378910342581747,-0.100814361782311,-0.150552561292012,273,255,273,117,-0.123843335784081,-0.0634050743803714,-0.0374147696532111
109,-0.0579840938744605,-0.0306361527414662,-0.0652635349403093,-0.258172961920147,176,166,176,101,-0.231463736412216,-0.0579986726122943,-0.0301598881365026
110,-0.0901889410666594,-0.004683902011878,-0.0281542773227155,-0.0477644657692781,159,149,159,113,-0.0210552402613466,-0.0902035198044932,-0.00420763740691443
124,-0.0688388161145612,0.0658033800633162,-0.0116231202360122,-0.232647645667016,753,728,753,347,-0.205938420159085,-0.068853394852395,0.0662796446682798
125,-0.0622520527496402,0.0618013887946592,0.0547389041205195,-0.0071610298856237,140,135,140,103,0.0195481956223078,-0.062266631487474,0.0622776533996228
127,-0.0274326301922175,0.0739132742238357,0.0613866984108398,-0.125291593957389,277,272,277,254,-0.0985823684494575,-0.0274472089300513,0.0743895388287993
129,-0.0600940756634101,-0.0063372408390847,-0.0244331199773698,-0.0882636264132816,31,26,31,15,-0.0615544009053501,-0.0601086544012439,-0.00586097623412113
130,-0.0508094083488144,0.0503542620767875,0.0746521918918779,-0.0296715355113158,92,88,92,87,-0.00296231000338431,-0.0508239870866482,0.0508305266817511
131,-0.0916964707037742,-0.0503660522818716,-0.080919301095179,-0.175993636031605,75,67,75,51,-0.149284410523674,-0.091711049441608,-0.049889787676908
132,0.0272750821774499,0.0397711547456216,0.0765096617767013,0.114979230799745,685,666,685,649,0.141688456307676,0.0272605034396161,0.0402474193505852
133,-0.0750789805003232,0.0033982381643191,0.0308974733947028,-0.0166200903427466,160,154,160,143,0.0100891351651849,-0.075093559238157,0.00387450276928267
134,-0.0582852398757378,0.0135080082813297,-0.0153771079682437,-0.137133253577244,64,63,64,41,-0.110424028069313,-0.0582998186135716,0.0139842728862933
144,-0.0453737064765873,0.006691076490946,-0.065221149910353,-0.201175101740788,97,88,97,51,-0.174465876232857,-0.0453882852144211,0.00716734109590957
161,-0.0302599488833188,0.0303799592547299,0.0434518963585659,-0.0772261798545581,65,61,65,47,-0.0505169543466266,-0.0302745276211526,0.0308562238596935
178,-0.0762757149449423,-0.0278368338020305,0.0391098945140834,-0.0634807558312356,23,23,23,18,-0.0367715303233041,-0.0762902936827761,-0.0273605691970669
191,-0.0615258415422164,-0.0464083109892765,-0.0554079972528268,-0.0883512846916627,546,533,546,341,-0.0616420591837312,-0.0615404202800502,-0.0459320463843129
199,0.148912643419562,0.0462315930789967,0.0254732785840017,-0.189270396979311,358,341,358,255,-0.16256117147138,0.148898064681728,0.0467078576839603
200,0.0269288581169766,0.054480015415202,-0.0484486528703692,-0.238787732421577,447,437,447,194,-0.212078506913646,0.0269142793791428,0.0549562800201656
208,0.219812210761499,0.0434243045028128,0.0748797663129606,-0.185931088915432,396,386,396,362,-0.1592218634075,0.219797632023665,0.0439005691077764
211,0.131457120768009,0.0533737100265915,-0.0039814560029251,-0.0376833148830131,180,165,180,145,-0.0109740893750816,0.131442542030175,0.0538499746315551
217,0.0877068811068487,0.0189805810990107,0.0331281129787384,0.0135774214683157,923,875,923,807,0.0402866469762472,0.0876923023690149,0.0194568457039743
218,-0.0089292244412023,0.013613053125197,-0.054522161136417,-0.133873007898401,206,199,206,74,-0.10716378239047,-0.00894380317903609,0.0140893177301606
219,0.0060612403158704,0.12251569276641,0.0088890371216103,-0.17470983023094,515,494,515,184,-0.148000604723009,0.00604666157803661,0.122991957371374
220,0.0082700757894953,0.175651336692827,0.102235712935525,-0.231891421027798,809,772,809,386,-0.205182195519867,0.00825549705166151,0.176127601297791
222,-0.0120555767513649,-0.0816165089872486,-0.176765123104157,-0.0379811443655369,83,78,83,6,-0.0112719188576054,-0.0120701554891987,-0.081140244382285
227,-0.0025906674185029,-0.0018449041475199,-0.0125461323592074,,1,1,1,,,,
253,0.0785331142402276,0.033760571360317,0.0583518508469627,-0.17493832873146,219,211,219,186,-0.148229103223529,0.0785185355023938,0.0342368359652806
254,0.133106508864351,0.0401039920360359,0.058399712940831,-0.13303678915623,155,147,155,132,-0.106327563648299,0.133091930126517,0.0405802566409995
255,-0.0096743880671188,-0.0697117404577549,-0.081920722352765,-0.218982535035345,192,174,192,138,-0.192273309527414,-0.00968896680495259,-0.0692354758527913
256,0.141207058359861,0.0241863933491311,0.042263247049519,-0.0172861427588153,446,422,446,410,0.0094230827491162,0.141192479622027,0.0246626579540947
257,0.137899115915371,0.0004343909385148,0.0889359104636643,0.257939231512704,217,210,217,198,0.284648457020635,0.137884537177537,0.000910655543478372
270,0.148216179604563,-0.0367811061601572,-0.0023021102805227,0.0527522288809957,46,44,46,40,0.0794614543889272,0.148201600866729,-0.0363048415551936
