spec,outcome_group,beta,se,p_value,n_obs,fs_beta,fs_se,fs_f
math_adj_eb,Math,0.883729682006546,0.0725667738861095,4.06352780885753e-34,93438,0.44281045747444,0.00779147011947452,3229.95832206819
leng_adj_eb,Verbal,0.88509528250809,0.0872302634042333,3.42920214831951e-24,95107,0.435120408203386,0.00663962737841309,4294.68674992996
highinst_adj_eb,High-premium inst.,0.49650709584936,0.11072776693761,7.32449089712772e-06,95651,0.336725224496115,0.00926422798074884,1321.09130560104
highpay_adj_eb,High-premium field,0.802515221753,0.0997459319376969,8.58284425370836e-16,90338,0.487579417996891,0.00689202335985779,5004.92124124193
program_income_full_adj_eb,Program income,0.311071039322201,0.103026395667943,0.00253331565334852,95651,0.462189427208382,0.00610589528190384,5729.82436286965
