school_rbd,highinst_va,highpay_va,income_va,math_va,highinst_n,highpay_n,income_n,math_n,math_highinst_highpay_math_orth_va,math_highinst_highpay_highinst_orth_va,math_highinst_highpay_highpay_orth_va
589,-0.0048335863916728,0.0166160302227088,0.0272752217870709,0.0886719094255225,105,100,105,98,0.115381134933454,-0.0388776753396574,0.0124658872122165
590,0.0046042475787562,0.107306771850405,0.114887279577092,0.415095493599401,268,253,268,250,0.441804719107333,-0.125712379309556,0.0892533223271671
591,0.295347723012911,0.0309960399126698,0.136994566241036,0.291651564044908,193,191,193,183,0.31836078955284,0.201438576979927,0.00784349985417418
597,-0.0351951326702651,0.0072320535306085,-0.088420688087407,-0.0372509854949203,48,48,48,22,-0.0105417599869888,-0.0321006162400102,0.00938563254222795
609,0.0651655683068843,-0.0046032244218274,0.0792928061059494,-0.124379398810492,605,564,605,391,-0.0976701733025605,0.0939569825205291,-0.00235896051335783
610,0.0009941728367446,0.137824284481401,0.0021974989241562,-0.0888518234113495,318,313,318,105,-0.062142597903418,0.0193073924089144,0.140849679620602
611,0.0152689231505478,-0.0058943224827382,-0.0607135655194202,-0.0733762838779459,149,141,149,60,-0.0466670583700144,0.0290179214497749,-0.00401466016951264
613,-0.0253936905105264,-0.034504534208523,-0.0388844742808258,-0.108179826565079,206,189,206,150,-0.0814706010571475,-0.001380037491927,-0.0297469757518659
629,-0.0130703960547961,0.0526662593052744,0.0199334133188303,-0.220597222760232,151,143,151,59,-0.1938879972523,0.0440986678013539,0.0616639555231437
646,-0.0098928549737777,0.0092686944859739,0.0277005551612128,-0.110264184872212,407,378,407,264,-0.0835549593642805,0.0147355405877435,0.0135674335100464
647,-0.0315205277984285,0.0327641472533663,0.0163762762260845,-0.0400037912655059,130,124,130,86,-0.0132945657575744,-0.0276141227337731,0.0349028651688266
648,0.021468881181403,-0.0114196364004637,0.0542713844434633,0.0302641499156869,301,292,301,282,0.0569733754236184,0.00465106973310087,-0.0140670431110433
