spec,outcome_group,beta,se,p_value,n_obs,fs_beta,fs_se,fs_f
program_income_adj_eb,Program income,1.31575012353335,0.154002927326694,1.30025492065706e-17,92959,0.446797524345438,0.00641496903150101,4851.0124346657
