spec,group,outcome,treatment,instrument,risk_control,beta,se,zstat,p_value,n_obs,fs_beta,fs_se,fs_f,rc
math_adj_eb,all,z_year_math_max,d_math_adj_eb,z_math_adj_eb,expected_math_adj_eb,0.881494511259625,0.0739357868936244,11.9224336183489,9.04279006938938e-33,90906,0.443008595161599,0.00788326713028465,3157.99776562062,0
leng_adj_eb,all,z_year_leng_max,d_leng_adj_eb,z_leng_adj_eb,expected_leng_adj_eb,0.908497690033535,0.0888402712522319,10.2261922124727,1.51353956035194e-24,92472,0.435615354171366,0.00668038896252418,4252.09401495177,0
exam_adj_eb,all,admission_exam_taker,d_exam_adj_eb,z_exam_adj_eb,expected_exam_adj_eb,0.477779322026024,0.0530690026750541,9.00298287027375,2.19666630184244e-19,135898,0.424604679770078,0.00549077663870759,5980.01121336303,0
highered_adj_eb,all,higher_ed_enrolled_m1,d_highered_adj_eb,z_highered_adj_eb,expected_highered_adj_eb,0.748022897823983,0.117328890074268,6.37543658130998,1.82442474875839e-10,135898,0.427875816994424,0.00578615378391788,5468.3403665275,0
stem_adj_eb,all,stem_enrollment_m1,d_stem_adj_eb,z_stem_adj_eb,expected_stem_adj_eb,0.824342303359899,0.0804912703791599,10.2413876620008,1.29367396721126e-24,92959,0.47297019984,0.00806553394869881,3438.75559061002,0
program_income_adj_eb,all,log_program_income_clp_m1,d_program_income_adj_eb,z_program_income_adj_eb,expected_program_income_adj_eb,1.31575012353335,0.154002927326694,8.54366956767118,1.30025492065706e-17,92959,0.446797524345438,0.00641496903150101,4851.0124346657,0
progcert_adj_eb,all,program_certified_years_m1,d_progcert_adj_eb,z_progcert_adj_eb,expected_progcert_adj_eb,1.064167587882,0.191811233847484,5.54799406967039,2.88965675640599e-08,92959,0.460100074116024,0.00621240314527395,5485.1100399699,0
instcert_adj_eb,all,inst_certified_years_m1,d_instcert_adj_eb,z_instcert_adj_eb,expected_instcert_adj_eb,1.50833796200034,0.165776602540927,9.09861789228043,9.148861511157e-20,92959,0.44587661332241,0.00656676048192347,4610.27716563434,0
