outcome,psu_score_bin,students,benefit_assignments,share,sample,se,lower,upper
Beca Bicentenario,510,2409,89,0.0369447903694479,Lottery sample,0.00384311867626016,0.029412277763978,0.0444773029749178
Beca Bicentenario,515,1996,126,0.06312625250501,Lottery sample,0.00544333759960637,0.0524573108097815,0.0737951942002385
Beca Bicentenario,520,2283,127,0.05562855891371,Lottery sample,0.00479697407665634,0.0462264897234636,0.0650306281039565
Beca Bicentenario,525,1791,95,0.0530429927414852,Lottery sample,0.00529579722656962,0.0426632301774088,0.0634227553055617
Beca Bicentenario,530,2429,156,0.0642239604775628,Lottery sample,0.00497417138534924,0.0544745845622783,0.0739733363928473
Beca Bicentenario,535,1867,112,0.0599892876272094,Lottery sample,0.00549580221541823,0.0492175152849897,0.0707610599694292
Beca Bicentenario,540,2388,143,0.0598827470686767,Lottery sample,0.00485539657593749,0.0503661697798392,0.0693993243575142
Beca Bicentenario,545,1886,124,0.0657476139978791,Lottery sample,0.00570691313263378,0.0545620642579169,0.0769331637378413
Beca Bicentenario,550,2691,196,0.0728353771832033,Lottery sample,0.00500948134907843,0.0630167937390095,0.082653960627397
Beca Bicentenario,555,1774,102,0.0574971815107103,Lottery sample,0.00552697880560501,0.0466643030517245,0.0683300599696961
Beca Bicentenario,560,1956,107,0.0547034764826176,Lottery sample,0.00514170396903406,0.0446257367033108,0.0647812162619244
Beca Bicentenario,565,1597,123,0.0770194113963682,Lottery sample,0.00667181389158606,0.0639426561688595,0.0900961666238769
Beca Bicentenario,570,1838,127,0.0690968443960827,Lottery sample,0.00591573354897911,0.0575020066400836,0.0806916821520817
Beca Bicentenario,575,1700,116,0.0682352941176471,Lottery sample,0.00611551732958273,0.0562488801516649,0.0802217080836292
Beca Bicentenario,580,1984,143,0.0720766129032258,Lottery sample,0.00580607192145161,0.0606967119371807,0.083456513869271
Beca Bicentenario,585,1547,104,0.0672268907563025,Lottery sample,0.00636669968234813,0.0547481593789002,0.0797056221337049
Beca Bicentenario,590,1844,149,0.0808026030368763,Lottery sample,0.00634653399093745,0.068363396414639,0.0932418096591137
Beca Bicentenario,595,1501,106,0.0706195869420386,Lottery sample,0.00661255044385558,0.0576589880720817,0.0835801858119956
Beca Bicentenario,600,1668,110,0.065947242206235,Lottery sample,0.00607695471170568,0.0540364109712919,0.0778580734411782
Beca Bicentenario,605,1199,77,0.0642201834862385,Lottery sample,0.00707967002802968,0.0503440302313004,0.0780963367411767
Beca Bicentenario,610,1383,104,0.0751988430947216,Lottery sample,0.00709118264894963,0.0613001251027804,0.0890975610866629
Beca Bicentenario,615,1286,117,0.0909797822706065,Lottery sample,0.00801934197029576,0.0752618720088268,0.106697692532386
Beca Bicentenario,620,1384,112,0.0809248554913295,Lottery sample,0.00733075038422643,0.0665565847382457,0.0952931262444133
Beca Bicentenario,625,1015,77,0.0758620689655172,Lottery sample,0.00831089352536412,0.0595727176558036,0.0921514202752309
Beca Bicentenario,630,1186,83,0.0699831365935919,Lottery sample,0.00740797944895346,0.0554634968736431,0.0845027763135407
Beca Bicentenario,635,1030,68,0.0660194174757282,Lottery sample,0.00773724154904358,0.0508544240396028,0.0811844109118536
Beca Bicentenario,640,1241,83,0.0668815471394037,Lottery sample,0.00709145993588592,0.0529822856650673,0.0807808086137401
Beca Bicentenario,645,952,57,0.0598739495798319,Lottery sample,0.00768941893734881,0.0448026884626283,0.0749452106970356
Beca Bicentenario,650,1062,95,0.0894538606403013,Lottery sample,0.00875766371175439,0.0722888397652627,0.10661888151534
Beca Bicentenario,655,781,57,0.0729833546734955,Lottery sample,0.00930743817576955,0.0547407758489872,0.0912259334980038
Beca Bicentenario,660,902,69,0.0764966740576497,Lottery sample,0.00884987710311949,0.0591509149355355,0.0938424331797639
Beca Bicentenario,665,711,49,0.0689170182841069,Lottery sample,0.00949997874562246,0.0502970599426869,0.0875369766255269
Beca Bicentenario,670,788,47,0.0596446700507614,Lottery sample,0.00843662424560586,0.0431088865293739,0.0761804535721489
Beca Bicentenario,675,602,39,0.0647840531561462,Lottery sample,0.0100320979555647,0.0451211411632393,0.0844469651490531
Beca Bicentenario,680,723,38,0.0525587828492393,Lottery sample,0.00829907402012345,0.0362925977697973,0.0688249679286813
Beca Bicentenario,685,556,44,0.079136690647482,Lottery sample,0.0114485143110179,0.056697602597887,0.101575778697077
Beca Bicentenario,690,727,55,0.0756533700137552,Lottery sample,0.00980763658468886,0.056430402307765,0.0948763377197453
Beca Bicentenario,695,475,30,0.0631578947368421,Lottery sample,0.0111609257368593,0.0412824802925979,0.0850333091810864
Beca Bicentenario,700,589,33,0.0560271646859083,Lottery sample,0.00947592082898325,0.0374543598611012,0.0745999695107155
Beca Bicentenario,705,444,29,0.0653153153153153,Lottery sample,0.011725964961596,0.0423324239905871,0.0882982066400435
Beca Bicentenario,710,455,33,0.0725274725274725,Lottery sample,0.0121589507803786,0.0486959289979305,0.0963590160570145
Beca Bicentenario,715,412,20,0.0485436893203884,Lottery sample,0.0105879579367677,0.0277912917643237,0.069296086876453
Beca Bicentenario,720,361,18,0.0498614958448754,Lottery sample,0.0114557231553073,0.027408278460473,0.0723147132292777
Beca Bicentenario,725,348,25,0.0718390804597701,Lottery sample,0.0138421132964887,0.0447085383986522,0.098969622520888
Beca Bicentenario,730,367,29,0.0790190735694823,Lottery sample,0.0140818026215666,0.0514187404312117,0.106619406707753
Beca Bicentenario,735,356,19,0.0533707865168539,Lottery sample,0.011912879639355,0.0300215424237181,0.0767200306099898
Beca Bicentenario,740,366,22,0.0601092896174863,Lottery sample,0.0124242142959642,0.0357578295973964,0.0844607496375763
Beca Bicentenario,745,234,24,0.102564102564103,Lottery sample,0.0198331402090708,0.0636911477543238,0.141437057373881
Beca Bicentenario,750,346,25,0.0722543352601156,Lottery sample,0.0139190108171466,0.0449730740585082,0.099535596461723
Beca Bicentenario,755,185,9,0.0486486486486487,Lottery sample,0.0158168500013066,0.0176476226460877,0.0796496746512096
Beca Bicentenario,760,272,20,0.0735294117647059,Lottery sample,0.0158256629554288,0.0425111123720654,0.104547711157346
Beca Bicentenario,765,174,2,0.0114942528735632,Lottery sample,0.00808081843486486,0,0.0273326570058983
Beca Bicentenario,770,212,17,0.080188679245283,Lottery sample,0.0186525397843433,0.0436297012679701,0.116747657222596
Beca Bicentenario,775,196,19,0.0969387755102041,Lottery sample,0.0211338843548076,0.0555163621747813,0.138361188845627
Beca Bicentenario,780,196,12,0.0612244897959184,Lottery sample,0.0171244025138057,0.0276606608688591,0.0947883187229776
Beca Bicentenario,785,143,9,0.0629370629370629,Lottery sample,0.0203081142358816,0.023133159034735,0.102740966839391
Beca Bicentenario,790,173,7,0.0404624277456647,Lottery sample,0.0149807621696164,0.0111001338932166,0.0698247215981129
Beca Bicentenario,795,144,12,0.0833333333333333,Lottery sample,0.0230321165996903,0.0381903847979404,0.128476281868726
Beca Bicentenario,800,138,8,0.0579710144927536,Lottery sample,0.0198928972779695,0.0189809358279335,0.0969610931575738
Beca Bicentenario,810,129,4,0.0310077519379845,Lottery sample,0.0152616130030651,0.00109499045197695,0.060920513423992
Beca Bicentenario,270,114,4,0.0350877192982456,Whole grade-8 universe,0.0172333243203071,0.00131040363044375,0.0688650349660475
Beca Bicentenario,280,176,2,0.0113636363636364,Whole grade-8 universe,0.00798951874910022,0,0.0270230931118728
Beca Bicentenario,285,178,2,0.0112359550561798,Whole grade-8 universe,0.00790025898101857,0,0.0267204626589762
Beca Bicentenario,290,224,1,0.00446428571428571,Whole grade-8 universe,0.00445430964435555,0,0.0131947326172226
Beca Bicentenario,295,224,2,0.00892857142857143,Whole grade-8 universe,0.00628520514809535,0,0.0212475735188383
Beca Bicentenario,300,356,1,0.00280898876404494,Whole grade-8 universe,0.00280504078069677,0,0.00830686869421061
Beca Bicentenario,305,315,3,0.00952380952380953,Whole grade-8 universe,0.00547232766584974,0,0.020249571748875
Beca Bicentenario,310,426,5,0.0117370892018779,Whole grade-8 universe,0.00521809103361396,0.00150963077599458,0.0219645476277613
Beca Bicentenario,315,475,3,0.00631578947368421,Whole grade-8 universe,0.00363488949430474,0,0.0134401728825215
Beca Bicentenario,320,560,8,0.0142857142857143,Whole grade-8 universe,0.00501455607155331,0.00445718438546979,0.0241142441859588
Beca Bicentenario,325,527,7,0.0132827324478178,Whole grade-8 universe,0.00498694718755817,0.00350831596020382,0.0230571489354319
Beca Bicentenario,330,788,11,0.0139593908629442,Whole grade-8 universe,0.00417943452288293,0.00576769919809363,0.0221510825277947
Beca Bicentenario,335,689,9,0.0130624092888244,Whole grade-8 universe,0.00432560519560749,0.00458422310543371,0.0215405954722151
Beca Bicentenario,340,1045,9,0.00861244019138756,Whole grade-8 universe,0.00285842431003656,0.00300992854371591,0.0142149518390592
Beca Bicentenario,345,848,12,0.0141509433962264,Whole grade-8 universe,0.00405601902447636,0.00620114610825275,0.0221007406842001
Beca Bicentenario,350,1374,14,0.0101892285298399,Whole grade-8 universe,0.00270927676795682,0.00487904606464453,0.0154994109950352
Beca Bicentenario,355,1088,15,0.0137867647058824,Whole grade-8 universe,0.00353510361369842,0.00685796162303345,0.0207155677887313
Beca Bicentenario,360,1692,31,0.0183215130023641,Whole grade-8 universe,0.00326035676263536,0.0119312137475988,0.0247118122571294
Beca Bicentenario,365,1461,23,0.0157426420260096,Whole grade-8 universe,0.00325662713447281,0.00935965284244287,0.0221256312095763
Beca Bicentenario,370,2305,29,0.0125813449023861,Whole grade-8 universe,0.00232155369685685,0.00803109965654668,0.0171315901482256
Beca Bicentenario,375,1925,23,0.011948051948052,Whole grade-8 universe,0.00247641299061832,0.00709428248644004,0.0168018214096639
Beca Bicentenario,380,2772,44,0.0158730158730159,Whole grade-8 universe,0.0023738795671167,0.0112202119214671,0.0205258198245646
Beca Bicentenario,385,2762,40,0.0144822592324403,Whole grade-8 universe,0.00227320469700464,0.0100267780263112,0.0189377404385693
Beca Bicentenario,390,3502,52,0.0148486579097659,Whole grade-8 universe,0.00204379346765957,0.0108428227131531,0.0188544931063786
Beca Bicentenario,395,3575,60,0.0167832167832168,Whole grade-8 universe,0.0021484449030481,0.0125722647732425,0.0209941687931911
Beca Bicentenario,400,4623,59,0.0127622755786286,Whole grade-8 universe,0.00165087041067592,0.00952656957370379,0.0159979815835534
Beca Bicentenario,405,4241,61,0.0143834001414761,Whole grade-8 universe,0.00182831343122378,0.0107999058162775,0.0179668944666747
Beca Bicentenario,410,5765,80,0.0138768430182134,Whole grade-8 universe,0.00154067579849095,0.0108571184531711,0.0168965675832556
Beca Bicentenario,415,5091,79,0.0155175800432135,Whole grade-8 universe,0.00173226540123432,0.0121223398567943,0.0189128202296328
Beca Bicentenario,420,6572,94,0.0143031040779063,Whole grade-8 universe,0.00146466420010084,0.0114323622457086,0.0171738459101039
Beca Bicentenario,425,5853,87,0.0148641722193747,Whole grade-8 universe,0.00158171837231848,0.0117640042096305,0.0179643402291189
Beca Bicentenario,430,7910,130,0.0164348925410872,Whole grade-8 universe,0.00142954144019513,0.0136329913183048,0.0192367937638697
Beca Bicentenario,435,7316,126,0.0172225259704757,Whole grade-8 universe,0.00152103487734378,0.0142412976108819,0.0202037543300695
Beca Bicentenario,440,8797,166,0.0188700693418211,Whole grade-8 universe,0.00145071704702707,0.016026663929648,0.0217134747539941
Beca Bicentenario,445,8602,133,0.0154615205766101,Whole grade-8 universe,0.00133027898253093,0.0128541737708495,0.0180688673823707
Beca Bicentenario,450,10808,198,0.018319763138416,Whole grade-8 universe,0.00128994823630531,0.0157914645952576,0.0208480616815744
Beca Bicentenario,455,9238,161,0.0174280147218013,Whole grade-8 universe,0.00136149850523744,0.0147594776515359,0.0200965517920666
Beca Bicentenario,460,10360,192,0.0185328185328185,Whole grade-8 universe,0.00132503927129273,0.0159357415610848,0.0211298955045523
Beca Bicentenario,465,10013,137,0.0136822131229402,Whole grade-8 universe,0.00116092589904518,0.0114067983608116,0.0159576278850687
Beca Bicentenario,470,11826,204,0.0172501268391679,Whole grade-8 universe,0.00119728821372899,0.0149034419402591,0.0195968117380768
Beca Bicentenario,475,9580,143,0.0149269311064718,Whole grade-8 universe,0.00123890136841021,0.0124986844243878,0.0173551777885558
Beca Bicentenario,480,13830,188,0.0135936370209689,Whole grade-8 universe,0.000984656329764265,0.0116637106146309,0.0155235634273069
Beca Bicentenario,485,11525,209,0.0181344902386117,Whole grade-8 universe,0.00124296302981364,0.015698282700177,0.0205706977770465
Beca Bicentenario,490,13482,217,0.0160955347871236,Whole grade-8 universe,0.00108380714526587,0.0139712727824025,0.0182197967918447
Beca Bicentenario,495,13114,206,0.0157084032331859,Whole grade-8 universe,0.00108582620744381,0.013580183866596,0.0178366225997758
Beca Bicentenario,500,15783,352,0.0223024773490464,Whole grade-8 universe,0.00117539552411118,0.0199987021217885,0.0246062525763044
Beca Bicentenario,505,11229,405,0.0360673256745926,Whole grade-8 universe,0.00175958309403706,0.0326185428102799,0.0395161085389052
Beca Bicentenario,510,14192,642,0.0452367531003382,Whole grade-8 universe,0.00174450314971907,0.0418175269268889,0.0486559792737876
Beca Bicentenario,515,12781,831,0.0650183866677099,Whole grade-8 universe,0.00218090733056479,0.0607438082998029,0.0692929650356169
Beca Bicentenario,520,14376,988,0.068725653867557,Whole grade-8 universe,0.00210998432030773,0.0645900845997539,0.0728612231353602
Beca Bicentenario,525,11253,715,0.0635386119257087,Whole grade-8 universe,0.00229948001649115,0.059031631093386,0.0680455927580314
Beca Bicentenario,530,15828,1078,0.0681071518827395,Whole grade-8 universe,0.00200247142829802,0.0641823078832753,0.0720319958822036
Beca Bicentenario,535,11918,811,0.0680483302567545,Whole grade-8 universe,0.00230676706121628,0.0635270668167706,0.0725695936967384
Beca Bicentenario,540,16109,968,0.0600906325656465,Whole grade-8 universe,0.00187245800444994,0.0564206148769247,0.0637606502543684
Beca Bicentenario,545,12952,830,0.06408276714021,Whole grade-8 universe,0.00215189428623645,0.0598650543391866,0.0683004799412335
Beca Bicentenario,550,16380,1214,0.0741147741147741,Whole grade-8 universe,0.00204679347146121,0.0701030589107101,0.0781264893188381
Beca Bicentenario,555,12032,758,0.062998670212766,Whole grade-8 universe,0.00221496507712906,0.058657338661593,0.0673400017639389
Beca Bicentenario,560,14313,950,0.0663732271361699,Whole grade-8 universe,0.00208073982671703,0.0622949770758045,0.0704514771965353
Beca Bicentenario,565,11211,792,0.0706449023280707,Whole grade-8 universe,0.00241996497848884,0.0659017709702325,0.0753880336859088
Beca Bicentenario,570,13420,957,0.0713114754098361,Whole grade-8 universe,0.00222145997434986,0.0669574138601103,0.0756655369595618
Beca Bicentenario,575,11619,825,0.0710043893622515,Whole grade-8 universe,0.00238267634706883,0.0663343437219966,0.0756744350025064
Beca Bicentenario,580,14484,972,0.0671085335542668,Whole grade-8 universe,0.00207902722520717,0.0630336401928607,0.0711834269156728
Beca Bicentenario,585,11816,817,0.0691435341909276,Whole grade-8 universe,0.00233389818266008,0.0645690937529138,0.0737179746289413
Beca Bicentenario,590,14322,911,0.0636084345761765,Whole grade-8 universe,0.00203931477458032,0.0596113776179991,0.0676054915343539
Beca Bicentenario,595,11826,810,0.0684931506849315,Whole grade-8 universe,0.00232272428708886,0.0639406110822373,0.0730456902876257
Beca Bicentenario,600,13064,917,0.0701928965094917,Whole grade-8 universe,0.0022351410048304,0.0658120201400242,0.0745737728789593
Beca Bicentenario,605,10154,636,0.0626354146149301,Whole grade-8 universe,0.00240461565080614,0.0579223679393501,0.0673484612905101
Beca Bicentenario,610,11418,781,0.0684007707129094,Whole grade-8 universe,0.00236238153034218,0.0637705029134388,0.0730310385123801
Beca Bicentenario,615,9529,720,0.0755588204428586,Whole grade-8 universe,0.00270743826598586,0.0702522414415264,0.0808653994441909
Beca Bicentenario,620,12410,838,0.0675261885576148,Whole grade-8 universe,0.00225251944923408,0.0631112504371161,0.0719411266781136
Beca Bicentenario,625,9232,577,0.0625,Whole grade-8 universe,0.00251928759943471,0.057562196305108,0.067437803694892
Beca Bicentenario,630,10893,681,0.0625172128890113,Whole grade-8 universe,0.00231957117704697,0.0579708533819992,0.0670635723960234
Beca Bicentenario,635,9084,555,0.0610964332892999,Whole grade-8 universe,0.00251292692959455,0.0561710965072945,0.0660217700713052
Beca Bicentenario,640,11726,771,0.0657513218488828,Whole grade-8 universe,0.00228880369123904,0.0612652666140543,0.0702373770837114
Beca Bicentenario,645,8854,527,0.0595211203975604,Whole grade-8 universe,0.00251443442219907,0.0545928289300503,0.0644494118650706
Beca Bicentenario,650,9501,649,0.0683085990948321,Whole grade-8 universe,0.00258814780094292,0.063235829404984,0.0733813687846803
Beca Bicentenario,655,8095,493,0.0609017912291538,Whole grade-8 universe,0.00265804367480584,0.0556920256265344,0.0661115568317733
Beca Bicentenario,660,8861,540,0.0609412030244893,Whole grade-8 universe,0.00254132691509424,0.0559602022709046,0.065922203778074
Beca Bicentenario,665,7267,409,0.0562818219347736,Whole grade-8 universe,0.00270350796925413,0.0509829463150355,0.0615806975545117
Beca Bicentenario,670,8674,519,0.0598339866267005,Whole grade-8 universe,0.00254663401094226,0.0548425839652537,0.0648253892881473
Beca Bicentenario,675,6260,376,0.0600638977635783,Whole grade-8 universe,0.00300309281333946,0.0541778358494329,0.0659499596777236
Beca Bicentenario,680,8557,450,0.052588524015426,Whole grade-8 universe,0.00241298179540299,0.0478590796964361,0.0573179683344158
Beca Bicentenario,685,6983,389,0.0557067163110411,Whole grade-8 universe,0.0027446451860522,0.0503272117463788,0.0610862208757034
Beca Bicentenario,690,7423,450,0.0606223898693251,Whole grade-8 universe,0.00276979035521873,0.0551936007730964,0.0660511789655538
Beca Bicentenario,695,5792,287,0.0495511049723757,Whole grade-8 universe,0.00285152235221922,0.043962121162026,0.0551400887827254
Beca Bicentenario,700,7162,380,0.0530578050823792,Whole grade-8 universe,0.00264861732809007,0.0478665151193227,0.0582490950454358
Beca Bicentenario,705,5493,290,0.0527944656835973,Whole grade-8 universe,0.00301725151039876,0.0468806527232157,0.0587082786439789
Beca Bicentenario,710,6048,328,0.0542328042328042,Whole grade-8 universe,0.00291217361348322,0.0485249439503771,0.0599406645152313
Beca Bicentenario,715,5421,307,0.0566316177826969,Whole grade-8 universe,0.00313928278625918,0.0504786235216289,0.0627846120437649
Beca Bicentenario,720,5546,235,0.0423728813559322,Whole grade-8 universe,0.00270490666478295,0.0370712642929576,0.0476744984189068
Beca Bicentenario,725,4787,259,0.0541048673490704,Whole grade-8 universe,0.00326970032076875,0.0476962547203637,0.0605134799777771
Beca Bicentenario,730,5451,268,0.0491652907723354,Whole grade-8 universe,0.0029284898855299,0.0434254505966968,0.054905130947974
Beca Bicentenario,735,4643,237,0.0510445832435925,Whole grade-8 universe,0.00322996929565741,0.044713843424104,0.057375323063081
Beca Bicentenario,740,5357,245,0.0457345529214112,Whole grade-8 universe,0.00285427619325118,0.0401401715826389,0.0513289342601836
Beca Bicentenario,745,4110,187,0.0454987834549878,Whole grade-8 universe,0.00325062764514382,0.039127553270506,0.0518700136394697
Beca Bicentenario,750,4722,253,0.0535789919525625,Whole grade-8 universe,0.00327700016918417,0.0471560716209615,0.0600019122841634
Beca Bicentenario,755,3316,153,0.0461399276236429,Whole grade-8 universe,0.00364312043564348,0.0389994115697817,0.0532804436775042
Beca Bicentenario,760,5015,218,0.043469591226321,Whole grade-8 universe,0.00287943115937554,0.037825906153945,0.0491132762986971
Beca Bicentenario,765,3128,143,0.0457161125319693,Whole grade-8 universe,0.00373456540553266,0.0383963643371253,0.0530358607268133
Beca Bicentenario,770,3731,179,0.0479764138300724,Whole grade-8 universe,0.00349884835921968,0.0411186710460018,0.054834156614143
Beca Bicentenario,775,3650,141,0.0386301369863014,Whole grade-8 universe,0.00318978890969555,0.0323781507232981,0.0448821232493046
Beca Bicentenario,780,3767,151,0.0400849482346695,Whole grade-8 universe,0.00319601827702878,0.0338207524116931,0.0463491440576459
Beca Bicentenario,785,2554,106,0.0415035238841034,Whole grade-8 universe,0.00394663806203205,0.0337681132825205,0.0492389344856862
Beca Bicentenario,790,3539,135,0.0381463690307997,Whole grade-8 universe,0.00321988837410946,0.0318353878175451,0.0444573502440542
Beca Bicentenario,795,3061,135,0.0441032342371774,Whole grade-8 universe,0.00371115463500591,0.0368293711525658,0.051377097321789
Beca Bicentenario,800,3403,131,0.0384954451954158,Whole grade-8 universe,0.00329799028263958,0.0320313842414422,0.0449595061493894
Beca Bicentenario,805,2169,83,0.0382664822498847,Whole grade-8 universe,0.00411914300990574,0.0301929619504695,0.0463400025493
Beca Bicentenario,810,3492,115,0.0329324169530355,Whole grade-8 universe,0.00301997326264056,0.02701326935826,0.038851564547811
Beca Bicentenario,815,2289,80,0.0349497597204019,Whole grade-8 universe,0.00383861152084833,0.0274260811395392,0.0424734383012647
Beca Bicentenario,820,2620,95,0.0362595419847328,Whole grade-8 universe,0.00365208230886978,0.0291014606593481,0.0434176233101176
Beca Bicentenario,825,2476,89,0.0359450726978998,Whole grade-8 universe,0.00374106498526923,0.0286125853267721,0.0432775600690275
Beca Bicentenario,830,2943,90,0.0305810397553517,Whole grade-8 universe,0.00317385255620566,0.0243602887451886,0.0368017907655148
Beca Bicentenario,835,1974,49,0.024822695035461,Whole grade-8 universe,0.00350181085348934,0.0179591457626219,0.0316862443083001
Beca Bicentenario,840,2845,114,0.0400702987697715,Whole grade-8 universe,0.00367696816377631,0.03286344116877,0.0472771563707731
Beca Bicentenario,845,1904,65,0.0341386554621849,Whole grade-8 universe,0.00416147343723501,0.0259821675252043,0.0422951433991655
Beca Bicentenario,850,2668,75,0.0281109445277361,Whole grade-8 universe,0.00320002338619961,0.0218388986907849,0.0343829903646874
Beca Bicentenario,855,1412,45,0.0318696883852691,Whole grade-8 universe,0.00467453557308156,0.0227075986620293,0.041031778108509
Beca Bicentenario,860,2671,90,0.0336952452265069,Whole grade-8 universe,0.0034914387283357,0.026852025318969,0.0405384651340449
Beca Bicentenario,865,1651,52,0.031496062992126,Whole grade-8 universe,0.0042983848196992,0.0230712287455156,0.0399208972387364
Beca Bicentenario,870,2088,53,0.0253831417624521,Whole grade-8 universe,0.0034421072661059,0.0186366115208845,0.0321296720040197
Beca Bicentenario,875,1566,54,0.0344827586206897,Whole grade-8 universe,0.00461089400623997,0.0254454063684593,0.04352011087292
Beca Bicentenario,880,2448,51,0.0208333333333333,Whole grade-8 universe,0.00288670221100951,0.0151753969997547,0.026491269666912
Beca Bicentenario,885,1435,26,0.0181184668989547,Whole grade-8 universe,0.00352098616770375,0.0112173340102554,0.025019599787654
Beca Bicentenario,890,1908,56,0.0293501048218029,Whole grade-8 universe,0.00386408747263844,0.0217764933754316,0.0369237162681743
Beca Bicentenario,895,1231,31,0.0251827782290821,Whole grade-8 universe,0.00446564700531444,0.0164301100986657,0.0339354463594984
Beca Bicentenario,900,2053,60,0.0292255236239649,Whole grade-8 universe,0.00371745611635744,0.0219393096359043,0.0365117376120255
Beca Bicentenario,905,825,14,0.016969696969697,Whole grade-8 universe,0.00449669593913517,0.00815617292899204,0.0257832210104019
Beca Bicentenario,910,1996,38,0.0190380761523046,Whole grade-8 universe,0.00305884405589405,0.0130427418027523,0.025033410501857
Beca Bicentenario,915,714,22,0.030812324929972,Whole grade-8 universe,0.00646721158750984,0.0181365902184527,0.0434880596414913
Beca Bicentenario,920,1637,27,0.0164935858277337,Whole grade-8 universe,0.00314790633064422,0.010323689419671,0.0226634822357963
Beca Bicentenario,925,755,18,0.023841059602649,Whole grade-8 universe,0.00555200142656908,0.0129591368065736,0.0347229823987244
Beca Bicentenario,930,1091,26,0.0238313473877177,Whole grade-8 universe,0.00461768551282227,0.014780683782586,0.0328820109928494
Beca Bicentenario,935,615,12,0.0195121951219512,Whole grade-8 universe,0.00557746181213387,0.00858036997016884,0.0304440202737336
Beca Bicentenario,940,964,17,0.0176348547717842,Whole grade-8 universe,0.00423919993001526,0.00932602290895432,0.0259436866346141
Beca Bicentenario,945,530,8,0.0150943396226415,Whole grade-8 universe,0.00529622516586513,0.00471373829754585,0.0254749409477372
Beca Bicentenario,950,387,2,0.00516795865633075,Whole grade-8 universe,0.00364484374730477,0,0.0123118524010481
Beca Bicentenario,955,571,8,0.0140105078809107,Whole grade-8 universe,0.00491863990103554,0.00436997367488103,0.0236510420869403
Beca Bicentenario,960,324,3,0.00925925925925926,Whole grade-8 universe,0.00532102902921224,0,0.0196884761565153
Beca Bicentenario,965,166,4,0.0240963855421687,Whole grade-8 universe,0.0119021486735809,0.00076817414195015,0.0474245969423872
Beca Bicentenario,970,270,2,0.00740740740740741,Whole grade-8 universe,0.00521839258737362,0,0.0176354568786597
Beca Bicentenario,980,137,0,0,Whole grade-8 universe,0,0,0
