spec,label,spec_order,beta_boys,se_boys,n_boys,fs_f_boys,beta_girls,se_girls,n_girls,fs_f_girls,difference,difference_se,z_stat,p_value
math_adj_eb,Math,1,0.703499412138591,0.110239928856589,42352,1676.50243314588,1.05286114044866,0.0957236854721281,51086,1601.07310933867,0.349361728310072,0.145999540665965,2.39289607841564,0.0167159749672195
leng_adj_eb,Verbal,2,0.684673787795525,0.128926556208576,42935,2169.30117601491,1.06617906347396,0.118224451841473,52172,2159.69526390394,0.381505275678435,0.174925921203862,2.18095336044463,0.0291868663228449
highinst_adj_eb,High-premium inst.,3,0.422056999531218,0.117575188671447,69493,1139.48443933681,0.558896650477081,0.143906279586234,69612,648.236096655914,0.136839650945863,0.185830412730203,0.736368439026891,0.46150650636071
highpay_adj_eb,High-premium field,4,0.649835294124667,0.101461445885841,66019,4125.53200151048,0.780903950583875,0.127788554258826,65300,2864.86681829856,0.131068656459207,0.163169665075364,0.803266075214841,0.421820961741055
program_income_full_adj_eb,Log proj. income,5,0.405874802209269,0.124042475507723,69493,4190.48590552231,0.365765747831574,0.135149934481952,69612,2884.14961400276,-0.0401090543776945,0.183444925033537,-0.218643575832703,0.826927705354795
