n_students,n_years,min_psu_year,max_psu_year,lower_z_bound,upper_z_bound,mean_clp,sd_clp,p01_clp,p05_clp,p10_clp,p25_clp,p50_clp,p75_clp,p90_clp,p95_clp,p99_clp,min_clp,max_clp,share_matriculated,share_at_min_wage_floor
1294,5,2021,2025,1.4,1.6,1788221.07097425,739922.95334189,553553,553553,553553,1366670.38705018,1796906.64088571,2188074.49190244,2537868.3595072,3297480.54254412,4019618.81003117,553553,4440950.69754311,0.875579598145286,0.124420401854714
