z_math_bin,z_verbal_bin,n_students
3.45,1.15,16
3.45,1.25,24
3.45,1.35,31
3.45,1.55,35
3.45,1.65,38
3.45,1.85,62
3.45,1.95,59
3.45,2.15,62
3.45,2.35,55
3.45,2.45,29
3.45,2.75,13
3.85,2.55,1
