FROM_YEAR,TO_YEAR,FROM_ID_IFP,FROM_FUNCTION,STATUS,N,SHARE_OF_STARTERS
2023,2024,7,Head of UTP,same_function_same_school,4018,0.796432111000991
2023,2024,8,Inspector general,changed_function_changed_school,202,0.0457738499886698
2023,2024,8,Inspector general,changed_function_same_school,334,0.0756854747337412
2023,2024,8,Inspector general,not_observed_next_year,356,0.0806707455245864
2023,2024,8,Inspector general,same_function_changed_school,105,0.0237933378653977
2023,2024,8,Inspector general,same_function_same_school,3416,0.774076591887605
2023,2024,9,Orientador,changed_function_changed_school,75,0.0337837837837838
2023,2024,9,Orientador,changed_function_same_school,197,0.0887387387387387
2023,2024,9,Orientador,not_observed_next_year,188,0.0846846846846847
2023,2024,9,Orientador,same_function_changed_school,36,0.0162162162162162
2023,2024,9,Orientador,same_function_same_school,1724,0.776576576576577
2023,2024,10,Management,changed_function_changed_school,17,0.0769230769230769
2023,2024,10,Management,changed_function_same_school,34,0.153846153846154
2023,2024,10,Management,not_observed_next_year,27,0.122171945701357
2023,2024,10,Management,same_function_changed_school,1,0.00452488687782806
2023,2024,10,Management,same_function_same_school,142,0.642533936651584
2023,2024,11,Technical-pedagogical,changed_function_changed_school,80,0.0763358778625954
2023,2024,11,Technical-pedagogical,changed_function_same_school,155,0.147900763358779
2023,2024,11,Technical-pedagogical,not_observed_next_year,135,0.12881679389313
2023,2024,11,Technical-pedagogical,same_function_changed_school,1,0.000954198473282443
2023,2024,11,Technical-pedagogical,same_function_same_school,677,0.645992366412214
2023,2024,12,Supervision,changed_function_changed_school,4,0.0470588235294118
2023,2024,12,Supervision,changed_function_same_school,20,0.235294117647059
2023,2024,12,Supervision,not_observed_next_year,9,0.105882352941176
2023,2024,12,Supervision,same_function_same_school,52,0.611764705882353
2023,2024,15,Deputy director,changed_function_changed_school,37,0.0475578406169666
2023,2024,15,Deputy director,changed_function_same_school,81,0.104113110539846
2023,2024,15,Deputy director,not_observed_next_year,68,0.0874035989717224
2023,2024,15,Deputy director,same_function_changed_school,1,0.0012853470437018
2023,2024,15,Deputy director,same_function_same_school,591,0.759640102827764
2023,2024,16,Teacher in charge of school,changed_function_changed_school,118,0.0578147966682999
2023,2024,16,Teacher in charge of school,changed_function_same_school,63,0.0308672219500245
2023,2024,16,Teacher in charge of school,not_observed_next_year,81,0.0396864282214601
2023,2024,16,Teacher in charge of school,same_function_changed_school,33,0.0161685448309652
2023,2024,16,Teacher in charge of school,same_function_same_school,1746,0.85546300832925
2023,2024,17,Traditional educator,changed_function_changed_school,31,0.0562613430127042
2023,2024,17,Traditional educator,changed_function_same_school,43,0.0780399274047187
2023,2024,17,Traditional educator,not_observed_next_year,46,0.0834845735027223
2023,2024,17,Traditional educator,same_function_changed_school,16,0.029038112522686
2023,2024,17,Traditional educator,same_function_same_school,415,0.753176043557169
2024,2025,1,Classroom teacher,changed_function_changed_school,1581,0.00724163044324641
2024,2025,1,Classroom teacher,changed_function_same_school,3735,0.0171078366258857
2024,2025,1,Classroom teacher,not_observed_next_year,15977,0.0731812331383605
2024,2025,1,Classroom teacher,same_function_changed_school,19297,0.0883881990280367
2024,2025,1,Classroom teacher,same_function_same_school,177731,0.814081100764471
2024,2025,2,Technical-pedagogical staff,changed_function_changed_school,277,0.0553557154276579
2024,2025,2,Technical-pedagogical staff,changed_function_same_school,593,0.118505195843325
2024,2025,2,Technical-pedagogical staff,not_observed_next_year,390,0.0779376498800959
2024,2025,2,Technical-pedagogical staff,same_function_changed_school,37,0.00739408473221423
2024,2025,2,Technical-pedagogical staff,same_function_same_school,3707,0.740807354116707
2024,2025,3,Management staff,changed_function_changed_school,199,0.0490994325191216
2024,2025,3,Management staff,changed_function_same_school,431,0.10634098198865
2024,2025,3,Management staff,not_observed_next_year,296,0.0730323217369849
2024,2025,3,Management staff,same_function_changed_school,41,0.0101159634838391
2024,2025,3,Management staff,same_function_same_school,3086,0.761411300271404
2024,2025,4,Director,changed_function_changed_school,293,0.0323792684274506
2024,2025,4,Director,changed_function_same_school,330,0.0364681180240911
2024,2025,4,Director,not_observed_next_year,502,0.0554757431760416
2024,2025,4,Director,same_function_changed_school,255,0.0281799093822522
2024,2025,4,Director,same_function_same_school,7669,0.847496960990165
2024,2025,5,Other function in school,changed_function_changed_school,886,0.0709537919436214
2024,2025,5,Other function in school,changed_function_same_school,1367,0.109473852806919
2024,2025,5,Other function in school,not_observed_next_year,1290,0.103307439737327
2024,2025,5,Other function in school,same_function_changed_school,117,0.00936974453431569
2024,2025,5,Other function in school,same_function_same_school,8827,0.706895170977817
2024,2025,6,Other function outside school,changed_function_changed_school,51,0.142061281337047
2024,2025,6,Other function outside school,changed_function_same_school,51,0.142061281337047
2024,2025,6,Other function outside school,not_observed_next_year,45,0.125348189415042
2024,2025,6,Other function outside school,same_function_changed_school,1,0.00278551532033426
2024,2025,6,Other function outside school,same_function_same_school,211,0.587743732590529
2024,2025,7,Head of UTP,changed_function_changed_school,283,0.0543394777265745
2024,2025,7,Head of UTP,changed_function_same_school,439,0.0842933947772658
2024,2025,7,Head of UTP,not_observed_next_year,281,0.0539554531490015
2024,2025,7,Head of UTP,same_function_changed_school,95,0.0182411674347158
2024,2025,7,Head of UTP,same_function_same_school,4110,0.789170506912442
2024,2025,8,Inspector general,changed_function_changed_school,222,0.049686660698299
2024,2025,8,Inspector general,changed_function_same_school,353,0.079006266786034
2024,2025,8,Inspector general,not_observed_next_year,334,0.0747538048343778
2024,2025,8,Inspector general,same_function_changed_school,132,0.0295434198746643
2024,2025,8,Inspector general,same_function_same_school,3427,0.767009847806625
2024,2025,9,Orientador,changed_function_changed_school,95,0.0424296560964716
2024,2025,9,Orientador,changed_function_same_school,201,0.0897722197409558
2024,2025,9,Orientador,not_observed_next_year,169,0.0754801250558285
2024,2025,9,Orientador,same_function_changed_school,39,0.0174184903974989
2024,2025,9,Orientador,same_function_same_school,1735,0.774899508709245
2024,2025,10,Management,changed_function_changed_school,10,0.0411522633744856
2024,2025,10,Management,changed_function_same_school,38,0.156378600823045
2024,2025,10,Management,not_observed_next_year,36,0.148148148148148
2024,2025,10,Management,same_function_same_school,159,0.654320987654321
2024,2025,11,Technical-pedagogical,changed_function_changed_school,70,0.0619469026548673
2024,2025,11,Technical-pedagogical,changed_function_same_school,190,0.168141592920354
2024,2025,11,Technical-pedagogical,not_observed_next_year,143,0.126548672566372
2024,2025,11,Technical-pedagogical,same_function_changed_school,3,0.00265486725663717
2024,2025,11,Technical-pedagogical,same_function_same_school,724,0.64070796460177
2024,2025,12,Supervision,changed_function_changed_school,5,0.0574712643678161
2024,2025,12,Supervision,changed_function_same_school,13,0.149425287356322
2024,2025,12,Supervision,not_observed_next_year,12,0.137931034482759
2024,2025,12,Supervision,same_function_same_school,57,0.655172413793103
2024,2025,15,Deputy director,changed_function_changed_school,35,0.0436953807740325
2024,2025,15,Deputy director,changed_function_same_school,78,0.0973782771535581
2024,2025,15,Deputy director,not_observed_next_year,75,0.0936329588014981
2024,2025,15,Deputy director,same_function_changed_school,3,0.00374531835205993
2024,2025,15,Deputy director,same_function_same_school,610,0.761548064918851
2024,2025,16,Teacher in charge of school,changed_function_changed_school,110,0.0548354935194417
2024,2025,16,Teacher in charge of school,changed_function_same_school,72,0.0358923230309073
2024,2025,16,Teacher in charge of school,not_observed_next_year,116,0.057826520438684
2024,2025,16,Teacher in charge of school,same_function_changed_school,31,0.0154536390827517
2024,2025,16,Teacher in charge of school,same_function_same_school,1677,0.835992023928215
2024,2025,17,Traditional educator,changed_function_changed_school,38,0.0618892508143323
2024,2025,17,Traditional educator,changed_function_same_school,14,0.0228013029315961
2024,2025,17,Traditional educator,not_observed_next_year,60,0.0977198697068404
2024,2025,17,Traditional educator,same_function_changed_school,19,0.0309446254071661
2024,2025,17,Traditional educator,same_function_same_school,483,0.786644951140065
